,comment,info
0,"USTAの「人種間の平等を推進することに取り組んでいます。テニスは人種、性別や性的指向、その他一切に関わらず誰もが参加し、楽しめるスポーツでなければなりません。そして今の時代に、アスリートも自身の信条をコート上でも表現できる機会を与えられるべきだと考えました」と言う声明は悪くないと思います。
選手達も、思い思いのアピールをすることで、観客達にメッセージを送る機会を得たことは良いことでしょう。
ですが、主張を表現する以上は、選手自身、そのメッセージと影響力に責任をもって欲しいものです。",url: https://news.yahoo.co.jp/articles/70da72f1695713109ed208ab9f41a827035956b4/comments?page=3&t=t&order=recommended
1,"アスリートが自分の信条や理念を持つのは自由だし、それを公にして活動するのも自由。
ただ、スポーツの大会などでこういった行為はなんか嫌だな。
主催者側が容認しているからいいんだろうけど、こういうことが頻繁に起こると純粋なスポーツとして見れなくなる。
信条や理念を発表するなら、大会とは別の私的な場で活動すればいいと思う。
こういう行為がスポーツ離れになるんじゃないの？
皆さんがどう思うかは知らないけど、自分はこういう行為がスポーツの大会とかで行われると応援も見る気もなくなります。",comment num: 39
2,"今日のマスクに書かれているイライジャマケインの事件について。
ファクト：スキーマスク(虚弱なため)をして手を振る不審者がいると警察に通報。警官は現場に駆けつけ彼に止まるように言い、リラックスする(落ち着く)よう促す。なぜかもみ合いになり彼が警官の拳銃を取ろうとした(こうなると警察は逮捕しなければいけない)。パニック状態に陥る。制御不能で彼を沈静させるため注射を打つ。その後、心臓発作を起こし何日か後に亡くなる。なぜ彼は警察の職質に素直に応じなかったのか？健康上問題があり不審な行動をしたり心臓発作を起こした可能性もある。心臓発作の理由が謎。
悲しい事件だが警官はすべき事をしただけ。これに関わった2人の警官は辞めている。
彼女はこれ以上何を求めるのか？そもそも抵抗したマケインが悪い。警察は不審者を取り調べなければいけない。彼女達の主張は警察は黒人が抵抗したら見逃せという主張にしかならない。",
3,"ある程度アピールを許容しないと
ボイコット続出の可能性があるのかな。
運営からしたら一番ダメージが大きいのは
試合が行われないことだから。",
4,環境問題で尖った発言を繰り返して有名になった少女と同じ香りがするのは、私の鼻が悪いのか。彼女たちの考え方は間違っていないと思うのだが、発信の仕方については、共感を覚えない人が相当数いるように思う。何か、本人以外の力が働いて、結果的に歪められているような気がするんだよな,
5,大坂さんだからかっこいい気がして賛同する方もいますが、、自分はやってよくて他の人はダメってことはそれこそ差別にあたりますので、あちらの国、そちらの国も同じようなことをしても文句いえません。そのうち線引きをどこでしていいかわからなくなって面倒くさいことにしないためにも控えてもらったほうが無難。,
6,"「平等」や「自由」って何だろうね？

使い方次第で、破壊兵器になりそう。

嫌な世の中だ。",
7,マスクしたまま競技をし、成績を残していることに驚異を覚える。やっぱ凄いわ。マスクのメッセージ？よ～見えんからど～でもええわ。少なくとも、こんなところでグダグダしけた批判をしている連中より、格は遥かに上だな。,
8,"暴徒の略奪破壊行為を正当化する運動にはまったく賛同しませんねぇ。
日本にも左翼から担がれる芸能人達が一時話題になっていましたが^_^同じだな。",
9,"見たくない人は見なくていいし。
応援したくない人はしなくていいし。
そんな思考は分からない、もいいし。
こんな抗議の姿を試合で見たくない、もいい。

が。
「こんな主張をする人を応援したくなくなる人がいるからやめた方がいい」
なんてのは。
言い出したら主張なんかできない。

「嫌だと思う人がいるかもしれないから黙れ！」思考だと。
結果「自分を殺して逼塞して生きてたら誰も傷つけない」という、自意識過剰での引きこもりが一番正しくなる。
自我を主張したらどこか人と摩擦が起きるもの。

主張の自由、思想信条の自由。
そこにケチつけることはとても危険。

まして「こんな主張するなら日本人やめろ！」なんてのは。
なに勝手に自分が日本の良識代表してる気になってるんだ？と。

自分の好き嫌いに過ぎない正しさラインを、勝手に「世間」「日本」の正しさと主張してる人を見かけるが。
なかなか怖い。",
10,"USTAの「人種間の平等を推進することに取り組んでいます。テニスは人種、性別や性的指向、その他一切に関わらず誰もが参加し、楽しめるスポーツでなければなりません。そして今の時代に、アスリートも自身の信条をコート上でも表現できる機会を与えられるべきだと考えました」と言う声明は悪くないと思います。
選手達も、思い思いのアピールをすることで、観客達にメッセージを送る機会を得たことは良いことでしょう。
ですが、主張を表現する以上は、選手自身、そのメッセージと影響力に責任をもって欲しいものです。",
11,"アスリートが自分の信条や理念を持つのは自由だし、それを公にして活動するのも自由。
ただ、スポーツの大会などでこういった行為はなんか嫌だな。
主催者側が容認しているからいいんだろうけど、こういうことが頻繁に起こると純粋なスポーツとして見れなくなる。
信条や理念を発表するなら、大会とは別の私的な場で活動すればいいと思う。
こういう行為がスポーツ離れになるんじゃないの？
皆さんがどう思うかは知らないけど、自分はこういう行為がスポーツの大会とかで行われると応援も見る気もなくなります。",
