,comment,info
0,ヘンリーは賢くはない、というのはわかる。ダイアナ元妃も知性があるほうではなかったと思う。ただ、若くて美しくかったし、人前でもつまらないときはつまらなさそうな顔をしたりするようなところに、人間味があった。それに試行錯誤して、自分の居場所を作っていった。自分の価値を理解して、それを見事に発揮していた。美しいまま悲劇的な亡くなり方をしてしまった人のことは超えることはできないよ。,url: https://news.yahoo.co.jp/articles/11c4292cb1f952727867efa9084cd6f8c1a72a41/comments?page=19&t=t&order=recommended
1,"夫婦の力関係は一方が押せば、一方が引く。
それも相性だよ。
「賢い」にも種類があって「ずる賢い」もある。
この記事は誉め言葉ではない方の意味だね。",comment num: 192
2,"まあ、お似合いの二人ってことで。
こんな夫婦の子供が素晴らしい人間になるとは全く思えないけど、唯一優れてるだろうなと思うのは、人を利用すること。言い過ぎかしら。",
3,"女性の髪を、いくら夫婦と言っても公共の場で触っているというのは、西洋の男性としてはかなり致命的に知性と成熟度を疑われると思います。

割れ鍋に閉じ蓋、いや、お互いに寄生して存在意義を確認し合っているような感じがします。",
4,"ダイアナ妃を超えるなど到底無理がある。
生まれながらの環境、かたや伯爵家の令嬢、かたやアメリカの一般市民の出。ダイアナ妃は知性にかけていたなどと言われるが、それを超えるほどのカリスマ性、慈善活動にも積極的に参加。そして何よりも結婚した時の年齢差。かたや十代で一番輝いていた存在、かたや３０代後半に差し掛かり輝きも薄れていき、肩書といえば女優だったことくらい。もう何を根拠に越えようなどと高望みをしているのか？あまりのおかしさに声を出して笑ってしまうほど残念な野望ですね。",
5,"ハリーはメーガンに振り回されてヨレヨレ。
振り回してるメーガンの目的はダイアナ以上のスターになること。
なんかもう低俗で情けないと感じる。

ダイアナ妃は悲劇や地雷撲滅や弱者勇気づけるなど、色々感動的な要素があったと思いますが、なんと言っても彼女が人々の記憶に残る大きな要因は、その美しさのインパクトが大きいと思います。メーガンが越えるとか、肩を並べるのさえ、無理と思う。こんなこと言って悪いけど、メーガンさんは老けて見える顔の時もありますし。どんな人も自分を知るということは最重要のはず！",
6,『キャンベル氏はさらに「ヘンリー王子との結婚以来、メーガンは常にダイアナ（元妃）を超えようとしていた」と発言。』ダイアナ妃って目指そうと思う対象じゃないと思います。実際ダイアナ妃が未だにもてはやされるのは、若くして亡くなって虚構もかなり入り混じっているからで、生きていたら違ったと思う。メーガンさんは既にダイアナ妃が亡くなった年齢を超えています。ヘンリー王子は心理的に取り込まれていますね。,
7,"野望が壮大すぎ！
それが実現出来ると思って王室入りしたとしたら
すごいね
ウィリアム王子の子供達の世代がマスコミを賑わすようになる頃にはメーガンwho？ってなってると思うけど",
8,"ダイアナを超えたいか。
残念ながら何が起きても無理です。
ダイアナとメーガンでは生まれ育ちからして違うし、お金に対しての強欲さも違う。
人から愛されるキャラではないし。
旦那が頼りないのは似てるかな？
まぁせいぜい頑張ってください。やればやるほど見苦しいだけで世界中の笑者。",
9,"メーガンよりヘンリーは賢くないのはわかる。王室育ちで純粋なのかもしれないが、メーガンの野心丸出しの性格にはいくら賢くても立ち向かえないと思う。
ダイアナ妃を超えると言っても、無理な話。国民に愛されてた人と国民の批判を買う人では全く同じ土俵にも上がらないと思うけど…。しかし、メーガンは一般人に戻っても仕事はあるけど、ヘンリーは何するつもりなんだろう…、王室に戻れば良いのにね。",
