,comment,info
0,むかしモハメドアリというボクサーがいてな。人種差別に対して敢然と戦った。人種問題はスポーツの世界にもあった。野球界も黒人リーグがあったし。人種問題は政治というより生活そのものという気がします。イジメ反対っていうのと近いと思う。これが政治というならば野球選手やタレントがツイッターで世相を皮肉ることも政治になってしまうのでは？,url: https://news.yahoo.co.jp/articles/67a8b2c16e8828d925dab0911cf1de19011b9875/comments?page=11&t=t&order=recommended
1,"決勝までのマスクを用意して、それを全部見せるって有言実行すぎでしょ。
スポーツに政治を持ち込むなという意見も一つの意見、そして大阪選手のみんなに何かを考えてほしいという行動も一つの意見。自分は大阪選手の純粋な気持ちでの今回の行動に対してはとても共感している、色々なスポンサーさんへの配慮や意見がある中で、公に口にするのはとても勇気がいる事だと思う。一人の若いアスリートをこれからも応援したいと思わせてくれた。
ただ、スポンサー商品を買わない、とかいうのは、圧力であり脅しだと思う、一つの意見としては認めたくはない。",comment num: 120
2,"もし日清の商品を買わなくなる人が出ても、むしろ買う人の方が圧倒的に多いだろう。
優勝という結果を残したことで、雑音をかき消してしまった。
なんでもやはり結果が大事だなと再認識させられた。
結果に向かって努力する意欲を刺激させられたよ。ありがとう。",
3,"結果が出なければ、バッシング受けるかもしれないのに、あえて主張したというのはものすごい勇気。その上、優勝してしまった。これはすごすぎる。

たぶんこれを批判する人って、女性やスポーツ選手は主張がなくて純粋無垢ってのを暗に期待してる、というか偏見を持っているだけなんじゃないか。",
4,グランドスラムを制覇した現役女子プレーヤーはセレナ、バーディ、ハレブ、アザレンカ、クビトハとかいますが、大坂はテニス競技に興味がある人の枠を超えたヒロインになってしまったような気がします。もはや次の全仏で勝とうが負けようが生き様を支持している人には関係ないでしょう。自ら発信する気はなくても、オピニョンリーダーとして今後アメリカ大統領選挙や香港の人権問題について意見を求めてくるマスコミもいると思います。そのときはどうするのか、気をつけないとね,
5,"日本の報道では絶賛しているが大坂選手の言葉から日本人自身が対面している問題だと考えなければならないと思う。
私は、映画「紳士協定」を思い出しつつ聞いていた。",
6,"批判にも打ち勝つメンタルは素晴らしい！

今までの日本人だったら潰されてしまったと思う。

ホントに良くやったと思う。",
7,人種差別主義者がいなくなる世の中になってほしい、この問題だって力関係で起きているに過ぎない、早くなくなる世の中になって欲しいです。堅忍不抜,
8,"自分は大坂選手の差別に立ち向かう姿勢や行動素晴らしいと思ったし、USTAも彼女と同じ様に差別撤廃運動に賛同してた。
彼女は素晴らしいアスリートである前に素晴らしい人間性だと思いました。

でも今回は優勝したから良かったけど、途中で負けてたら日本では大バッシングだったろうね。
日本人は(ここの一部の人だけと願いたいけど)人間としての尊厳を守る事や各種差別を失くす事より、試合でラケットを投げない事が最重要課題だもんね。
確かに物に八つ当たりは良くないよ。
でもそれって人の身体や心を傷つける事より大切な事なのかな。

今回の大坂選手や全米の大会運営者、それどころか全く関係ないテニス選手の行動を叩く人がいる事に対して呆れた。
ある意味日本てこんな国民性(少しでも議論したり持論を述べる前に日本から出ていけ！しか言えない)人が多いのか？って勉強になったよ。",
9,"優勝はとてもすばらしいけど
問題も残しましたね
彼氏が中指立てて写真とか
あれはいかんと思います
若いからってもう子供ではないし",
10,むかしモハメドアリというボクサーがいてな。人種差別に対して敢然と戦った。人種問題はスポーツの世界にもあった。野球界も黒人リーグがあったし。人種問題は政治というより生活そのものという気がします。イジメ反対っていうのと近いと思う。これが政治というならば野球選手やタレントがツイッターで世相を皮肉ることも政治になってしまうのでは？,
11,"決勝までのマスクを用意して、それを全部見せるって有言実行すぎでしょ。
スポーツに政治を持ち込むなという意見も一つの意見、そして大阪選手のみんなに何かを考えてほしいという行動も一つの意見。自分は大阪選手の純粋な気持ちでの今回の行動に対してはとても共感している、色々なスポンサーさんへの配慮や意見がある中で、公に口にするのはとても勇気がいる事だと思う。一人の若いアスリートをこれからも応援したいと思わせてくれた。
ただ、スポンサー商品を買わない、とかいうのは、圧力であり脅しだと思う、一つの意見としては認めたくはない。",
12,"もし日清の商品を買わなくなる人が出ても、むしろ買う人の方が圧倒的に多いだろう。
優勝という結果を残したことで、雑音をかき消してしまった。
なんでもやはり結果が大事だなと再認識させられた。
結果に向かって努力する意欲を刺激させられたよ。ありがとう。",
13,"結果が出なければ、バッシング受けるかもしれないのに、あえて主張したというのはものすごい勇気。その上、優勝してしまった。これはすごすぎる。

たぶんこれを批判する人って、女性やスポーツ選手は主張がなくて純粋無垢ってのを暗に期待してる、というか偏見を持っているだけなんじゃないか。",
14,グランドスラムを制覇した現役女子プレーヤーはセレナ、バーディ、ハレブ、アザレンカ、クビトハとかいますが、大坂はテニス競技に興味がある人の枠を超えたヒロインになってしまったような気がします。もはや次の全仏で勝とうが負けようが生き様を支持している人には関係ないでしょう。自ら発信する気はなくても、オピニョンリーダーとして今後アメリカ大統領選挙や香港の人権問題について意見を求めてくるマスコミもいると思います。そのときはどうするのか、気をつけないとね,
15,"日本の報道では絶賛しているが大坂選手の言葉から日本人自身が対面している問題だと考えなければならないと思う。
私は、映画「紳士協定」を思い出しつつ聞いていた。",
16,"批判にも打ち勝つメンタルは素晴らしい！

今までの日本人だったら潰されてしまったと思う。

ホントに良くやったと思う。",
17,人種差別主義者がいなくなる世の中になってほしい、この問題だって力関係で起きているに過ぎない、早くなくなる世の中になって欲しいです。堅忍不抜,
18,"自分は大坂選手の差別に立ち向かう姿勢や行動素晴らしいと思ったし、USTAも彼女と同じ様に差別撤廃運動に賛同してた。
彼女は素晴らしいアスリートである前に素晴らしい人間性だと思いました。

でも今回は優勝したから良かったけど、途中で負けてたら日本では大バッシングだったろうね。
日本人は(ここの一部の人だけと願いたいけど)人間としての尊厳を守る事や各種差別を失くす事より、試合でラケットを投げない事が最重要課題だもんね。
確かに物に八つ当たりは良くないよ。
でもそれって人の身体や心を傷つける事より大切な事なのかな。

今回の大坂選手や全米の大会運営者、それどころか全く関係ないテニス選手の行動を叩く人がいる事に対して呆れた。
ある意味日本てこんな国民性(少しでも議論したり持論を述べる前に日本から出ていけ！しか言えない)人が多いのか？って勉強になったよ。",
19,"優勝はとてもすばらしいけど
問題も残しましたね
彼氏が中指立てて写真とか
あれはいかんと思います
若いからってもう子供ではないし",
20,"非難も乗り越えて優勝。
賞金も凄いでしょうから、最終的に自分の利益に反映されて良かったねって感じです。",
21,"彼女の素晴らしいところは、抗議活動は
しているけど、声高に自分の主張を叫ぶのではなく、まずは被害者の名前のマスクを着けて試合に出る行動で示して、後は、見ている人に考えて、感じてもらう方法を取ったってことだね。声高に叫ぶ人の多いアメリカで、この方法を取ったことで逆に受け入れられた、日本人とハイチとアメリカにルーツを持つ彼女のアイデンティティーならではの方法かもね。",
22,"日本人の思想をコントロールしようとしている。あまりに怖すぎる。
いまの日本は、ウイグル、香港、台湾、尖閣と、民主主義に対して威嚇と武力でねじ伏せようとしている国の行動が一番の問題。
日本の問題はblmじゃない。
情報戦がえげつない。",
23,"むしろ、そんな気持ちを持っている彼女をフォローする、日清食品を称えたい。
みんなで日清食品の商品を、大坂ナオミ優勝記念で買いましょう。",
24,"とても成長して良かったと思う。

自分のためだけに戦うのは、挑戦者であった時代までで良い。",
