,comment,info
0,">当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった。

ホントか？
自分の周りではだれも話題にしてなかったが。
（反対も賛成もない）",url: https://news.yahoo.co.jp/articles/712df3537a33dca7c06c65aee4559458baa07f3a/comments?page=56&t=t&order=recommended
1,"アメリカと日本との環境が余りにも違うので
日本人の立場から見て
彼女の行動に違和感を覚える方はいるでしょうが
日本人という立場から
その行動を誹謗中傷迄する必要は何処にもありませんし
ましてや御本人の生い立ちまで
完全否定するようなことは決して許されません。
かと言って日本でアメリカと同じような
黒人差別が行われている訳ではないことを
マスコミは冷静に伝えるべきでしょう。
同じように差別があるのは確かですが
歴史的にも現代社会においても全く背景が違うので
同じ立場で論じるのはいささか違和感を覚えます。",comment num: 565
2,"「日本では凄まじい批判、非難が巻き起こった」

「祖国日本からのバッシングを覚悟で」

など、あたかも日本で特に彼女への批判が目立っており、かつそれが日本人の理解が足りてないこと、のように書いているけど、全くフェアじゃない。

BLMは、いまこの瞬間のアメリカでは、抑圧された層が是正を訴える「理念の正当性」と、その手段が暴力的になっていることに伴う「手段の不当性」ゆえに、まさに世論を二分する出来事。

米国の地で、米国にルーツを持つ彼女がそこで片方のポジションを取るとき、「祖国日本からのバッシング」などより、「米国世論の反対側半分」の方がはるかに気になったのでは。",
3,"『当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった』

「凄まじい」は、恐怖を覚えるほどすごいとか、逃げ出したくなるほど怖いとかの意味で使われます。日本語の報道やネットを見ていた限り、なおみさん棄権に対するレスポンスはかなりマイルドで、批判や非難はあったとしても、ふーん残念！という程度がほとんどだったように思います。
NY住まいだとわからない？んだろうけど…

『日清のCM騒動の際にもみられた。アニメ化された大坂選手の肌が本人よりはるかに白く塗られていた件』

なおみさん自身は当初それほど気にしていなかったとの報道もありました。
あらためてアニメを見直してみましたが、正直「はるかに白く塗られていた」と言う程でもないという印象です。
それより実写真とアニメを並べた比較画像が山ほど上がってますが、輝度アップで「はるかに白く」見せた明らかなフェイクが多く唖然としました…",
4,"批判が的外れ、なのではなく、的外れな批判もあった、というのが正しい。
反差別を謳う行動については、どのような理由であれ批判されるべきではない、などとでも言うつもりなのか、この記事を書いた人間は？
少なくともこの記事の見出しには、悪意と差別意識がある。",
5,本人がいても立ってもいられなかったのだと思うと、言動には理解できます。しかし、彼女が本当にすべきだったのは意地でも表彰台にあがり、表彰台の一番高い位置から人権問題をコメントすべきだった思う。それが出来る人は彼女以外になく、かつ最強の情報発信手段だから。,
6,確か、本人は棄権するとは言っていないって言うてたような。試合をするのが嫌だとは言っていたが。だから、棄権の撤回も必要がないのでしていないはず。メディアが、勝手にそういう風に仕立てただけで、日本でバッシングも受けてないと思うけど。こういう間違った文章平気で書く奴のほうが、世の中の差別問題食い物にして面白おかしく書いて、不謹慎やと思う。,
7,"うん、的はずれな記事だな
スポーツの世界に政治を持ち込むなの説明が
全く説明になってない上に他の問題にすり替えている
オリンピック憲章を読んでどういう意味なのかを
ちゃんと勉強してほしいね",
8,"警察による黒人への暴行っていう話を平然と書いてるけど、この黒人差別でもの発端となった一件に関しては、完全にその警察官にのみ焦点を当てるのが正しいのであって、警察官全体を悪だと書く必要性もないと思います。かなり書き方が偏っています。
実際、その件に関与した警察官3名は実刑に問われていますし、問題を助長しているのはむしろデモを斡旋している側にもあると思います。
さらに、何件か立て続けに黒人と警察官に関連したニュースが最近流れていますが、普通に真相を読めば納得できるような内容ばかりでこれをすべて警察官全体の体制が悪だと各根拠にするのは無理があります。
さらに、大阪さんは善意でこの棄権行為をやっているかのように見えますが、先に大会側に棄権をすると告知する前に確認を取り、その結果大会側から試合の中止の連絡が先に行っていたようなので前後関係が明らかにおかしいです。",
9,"＞信念に従い、一人で行動した大坂なおみ選手。後ろ指を指す資格など、
誰にもない。

誰も後ろ指さしてませんが。
アジア人の差別には知らん顔、コロナ禍での日本でのＢＬＭデモを勧める
のはやめてくれ、のコメを一蹴しレイシスト呼ばわりするなど、日本の事
なんて少しも考えてないんだな、って嫌いになった人が多かっただけじゃ
ないんですかね。少なくとも私はそうでした。

信念に従い行動されたらいい、でも生易しい事ではない。それは称賛も非
難も受け入れる覚悟がある人間にしかできない事です。",
10,">当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった。

ホントか？
自分の周りではだれも話題にしてなかったが。
（反対も賛成もない）",
11,"アメリカと日本との環境が余りにも違うので
日本人の立場から見て
彼女の行動に違和感を覚える方はいるでしょうが
日本人という立場から
その行動を誹謗中傷迄する必要は何処にもありませんし
ましてや御本人の生い立ちまで
完全否定するようなことは決して許されません。
かと言って日本でアメリカと同じような
黒人差別が行われている訳ではないことを
マスコミは冷静に伝えるべきでしょう。
同じように差別があるのは確かですが
歴史的にも現代社会においても全く背景が違うので
同じ立場で論じるのはいささか違和感を覚えます。",
12,"「日本では凄まじい批判、非難が巻き起こった」

「祖国日本からのバッシングを覚悟で」

など、あたかも日本で特に彼女への批判が目立っており、かつそれが日本人の理解が足りてないこと、のように書いているけど、全くフェアじゃない。

BLMは、いまこの瞬間のアメリカでは、抑圧された層が是正を訴える「理念の正当性」と、その手段が暴力的になっていることに伴う「手段の不当性」ゆえに、まさに世論を二分する出来事。

米国の地で、米国にルーツを持つ彼女がそこで片方のポジションを取るとき、「祖国日本からのバッシング」などより、「米国世論の反対側半分」の方がはるかに気になったのでは。",
13,"『当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった』

「凄まじい」は、恐怖を覚えるほどすごいとか、逃げ出したくなるほど怖いとかの意味で使われます。日本語の報道やネットを見ていた限り、なおみさん棄権に対するレスポンスはかなりマイルドで、批判や非難はあったとしても、ふーん残念！という程度がほとんどだったように思います。
NY住まいだとわからない？んだろうけど…

『日清のCM騒動の際にもみられた。アニメ化された大坂選手の肌が本人よりはるかに白く塗られていた件』

なおみさん自身は当初それほど気にしていなかったとの報道もありました。
あらためてアニメを見直してみましたが、正直「はるかに白く塗られていた」と言う程でもないという印象です。
それより実写真とアニメを並べた比較画像が山ほど上がってますが、輝度アップで「はるかに白く」見せた明らかなフェイクが多く唖然としました…",
14,"批判が的外れ、なのではなく、的外れな批判もあった、というのが正しい。
反差別を謳う行動については、どのような理由であれ批判されるべきではない、などとでも言うつもりなのか、この記事を書いた人間は？
少なくともこの記事の見出しには、悪意と差別意識がある。",
15,本人がいても立ってもいられなかったのだと思うと、言動には理解できます。しかし、彼女が本当にすべきだったのは意地でも表彰台にあがり、表彰台の一番高い位置から人権問題をコメントすべきだった思う。それが出来る人は彼女以外になく、かつ最強の情報発信手段だから。,
16,確か、本人は棄権するとは言っていないって言うてたような。試合をするのが嫌だとは言っていたが。だから、棄権の撤回も必要がないのでしていないはず。メディアが、勝手にそういう風に仕立てただけで、日本でバッシングも受けてないと思うけど。こういう間違った文章平気で書く奴のほうが、世の中の差別問題食い物にして面白おかしく書いて、不謹慎やと思う。,
17,"うん、的はずれな記事だな
スポーツの世界に政治を持ち込むなの説明が
全く説明になってない上に他の問題にすり替えている
オリンピック憲章を読んでどういう意味なのかを
ちゃんと勉強してほしいね",
18,"警察による黒人への暴行っていう話を平然と書いてるけど、この黒人差別でもの発端となった一件に関しては、完全にその警察官にのみ焦点を当てるのが正しいのであって、警察官全体を悪だと書く必要性もないと思います。かなり書き方が偏っています。
実際、その件に関与した警察官3名は実刑に問われていますし、問題を助長しているのはむしろデモを斡旋している側にもあると思います。
さらに、何件か立て続けに黒人と警察官に関連したニュースが最近流れていますが、普通に真相を読めば納得できるような内容ばかりでこれをすべて警察官全体の体制が悪だと各根拠にするのは無理があります。
さらに、大阪さんは善意でこの棄権行為をやっているかのように見えますが、先に大会側に棄権をすると告知する前に確認を取り、その結果大会側から試合の中止の連絡が先に行っていたようなので前後関係が明らかにおかしいです。",
19,"＞信念に従い、一人で行動した大坂なおみ選手。後ろ指を指す資格など、
誰にもない。

誰も後ろ指さしてませんが。
アジア人の差別には知らん顔、コロナ禍での日本でのＢＬＭデモを勧める
のはやめてくれ、のコメを一蹴しレイシスト呼ばわりするなど、日本の事
なんて少しも考えてないんだな、って嫌いになった人が多かっただけじゃ
ないんですかね。少なくとも私はそうでした。

信念に従い行動されたらいい、でも生易しい事ではない。それは称賛も非
難も受け入れる覚悟がある人間にしかできない事です。",
20,"そんなに彼女に対してパッシングが行われたかな。
要するに普段政治的な発言をしていない有名人がやるとめんどくさいことになるから控えた方がいい。　ということじゃないのか。
自分はアスリートでも芸能人でも政治的発言は良いと思う。　ただ批判もされることも覚悟で理論武装して挑んだ方がいい。以前の記事で元ＡＫＢの秋元さんが政治的発言をする覚悟とあったが大いに賛成だ。続けてね

あと有名人がこのように言われてしまうというのは、我々一般人が政治的発言をあまりやっていないという逆説的な結果ではないかとおもう。
我々が論争の場で政治的発言して慣れてさえいればいちいちこんな騒ぎなんか起こらないでしょう。",
21,"ほとんどの日本人が「あの子がんばってるねー」から「あの子面倒くさそうだよねー」になったんじゃないかな。
日本では個人がどのような思想を持っているかについてはどうでもいいんだけど、その思想で他人に迷惑をかけることは嫌われる。
今回は大会の運営に迷惑が掛かっているように見えるトコ。
大会以外でやる分にはここまで嫌われなかっただろうね。",
22,"＞当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった。

一切聞いたことないし。
記名で記事を書いた堂本かおる氏と文春は、この巻き起こった
批判というのがどこから仕入れたのか情報なのかソースを
明らかにすべき。
でなければ、嘘の記事を書いた自らこそ非難されるべき。
文春が発行しているスポーツ誌「Number」は質の高い記事が
多かったように記憶しているが、この記者は関係者なの？",
23,"抗議する事はアメリカでは当たり前！？

まあ、アメリカの文化？だか何だか知らないけど、そんなの押し付けて、何で日本人は批判ばかりするんだ？って、この記事の方がよっぽど的外れ。
英語でアメリカのメディアにでも寄稿した方がいいんじゃね。
そんな事より、デモと称した略奪や放火の被害にあった方の状況を取材してくださいよ。カラー抜きで。",
24,"当初の棄権表明に対し、日本では凄まじい批判、非難が巻き起こった。批判にはあらゆる理由がみられたが、顕著だったのは「日本人なのに黒人問題を理由に棄権することが理解できない」という、国籍と人種を混同したものだった。

周囲でそんなこと言ってるやつはだれもいない。
SNSでもそんなの見かけない。",
25,"そもそも大多数の人はテニスなんて興味ない。４大大会で成績を残したからニュースになって凄いってなるだけ。
好きにすればいいと思うよ。人気商売だから人気がどっちに振れるかは本人の収入に返ってくるだけだからね。",
26,"日本から棄権に対して反響なんてあるの？

賛同も非難もせずに抗議のために棄権するんだという感じだったよ。
良くも悪くも日本は人種差別に対して欧米ほど興味がない。",
27,"アメリカでもプロ選手が身体的な故障もないのに欠場することを批判する向きもある。引き合いに出されているのは、伝説の名QBファーヴ。父を交通事故で亡くした直後の試合で完璧な試合運びを見せて完勝している。
大坂の行為を批判はしないが、自分の親兄弟が亡くなった訳ではない。それなら試合に出て勝った上で記者会見で自分の思いを訴えてほしかった。",
28,"作者の方はこの記事を書くにあたって現地取材されたのでしょうかね。
ご本人や、批判をされたという方々、様々な意見があったと思いますが
何を持って、凄まじい批判、非難が巻き起こったと判断されているのかな

仮にご本人に取材せずこの記事を投稿されているのであれば
この記事に共感できない理由は、その辺りにあると思います",
29,"最初の棄権により大会の日程が変わったのは事実であり、それにより他の参加者や運営側が影響を受けのは事実ですよね？

しかも今はコロナ流行時期で、選手達は前例のない感染対策を強いられてる中での大会です。

大坂なおみ選手に対する批判は、自分の感情を最優先し、周囲を巻き込んでまで抗議する、その姿勢に対するものだと思いますよ？",
30,このライターさん、何かごく少数の愚者の意見をネタにした、フレームアップ手法で記事を書いちゃってる気がします。あまり良い書き手さんではないですね。,
31,"意思表明の無い人の心の中は誰にもわからない。言葉とて本心なのか？ですが…


著名な方々の言動や振る舞いに対しては社会の目に注視されますから、大阪なおみさんも今回のことだけでなくそれを色々体験してきた中でのアクションですよね。自分の狭い視野で思いを汲み知ることは出来ませんが、見た目で明らかな立場で国籍がどうとかではない問題だと感じます。

歴史的にその偏見や差別視感で植民地支配を繰り返して潤ってきた史実は私達日本にとっても他人事でない大きな戦争に発展しましたし、その人達やその子孫の心に何が宿っているのか？それすら言動の結果から判断するしか無いです。

反省なのか、嘯くのか、リバイバルなのか、リセットなのか…各々の事ですが、全人類がみな兄弟の境地にたどり着くのは程遠い事なんでしょうか…",
32,大坂さんの行動を最初から尊敬してきた。　デビュー当時、日本人だからと騒いでいたマスコミを見て、何か違う応援の仕方してるなとも思っていた。　彼女そのものを応援しない褒め方に違和感を感じていた。　有名になると色んな意味で大変なんだな。,
33,今の日本でもアメリカほどではないけど他人種に対して差別的な行動は見られます　他人種やミックスが日本人と別のアイデンティティーなどはあって当然だ　複雑な環境から生まれる特有なアイデンティティーもあっていいですよ　同じ日本人なんやから　肌の色はもんあやない,
34,"凄くぶれてるなぁとは思った。出場やめますといってすぐ撤回したし…
まぁ意図的な暴動に見えるので違和感はある。海外の場合アジア系差別も酷いから、何故そちらはスルー？と思うが…",
35,"日本人と言うのは、日本のルールとマナーを守って欲しい。

海外では、レジ会計前に商品を食べても問題ないとか。

そんな人は海外に行って欲しい。",
36,"抗議の原因となった事件における黒人被害者のとっていた行動で白人警官の行為が差別によるものなのか？という批判は確かにあったね。
それが黒人差別抗議に対する批判といわれたら、逆に違和感を持たざるを得ないけど。",
37,"日本には 人種問題や民族問題が圧倒的に少ないからクレーマーが的外れなバッシングをしてるのでは無いか？
台湾 VS 中国 も我々には理解できない深い溝なんだと思う。",
38,日本で生まれ日本で育った私には、黒人差別の根深さの真の意味での理解はできないように感じます。ですが、理解したい。また、理解しようと努力をしたい。,
39,"日本でしか生活したことない日本人なんで、
よく分からんけどな、
・銃持った状態で、警察に抵抗したり逃げたらあかん
・デモはいいが暴動になってはあかん
・俺らもあっちでは被差別側なんでブラックライブズマター言われてもピンと来ん、ノンホワイト〜ならともかく
・同意しないからと言って言論封殺しようとするのはあかんし、無関心を否定するのもあかん
というのは分かるで",
40,"日本でBLM運動に関心のある人なんてほとんどいませんよ。その事に対して閉鎖的・差別的だと主張する海外メディアがあったように思います。日本で大阪さんに対しての凄まじいバッシングがあった、というのは嘘です。

Twitterの中だけが世の中ではないですよ。取材頑張って下さいね。",
41,"政治や宗教感などの思想信条は個人の自由ですが、ソレらをプロスポーツの現場に持込み、あまつさえオーガナイザー側がソレに流され日程まで変更するなど有っては成らないと思います。

では対戦相手はどう成るのでしょうか？
この場合、本来なら棄権したなら対戦相手が不戦勝で次へ進むべきでしょう。

大坂さんは数カ月前にもコロナ禍が叫ばれる中、twitterで世論を煽り、大阪市内で外国人による政治抗議デモを起こしました。
その際、黒人への人種差別の少ない日本国内でやる意味は無いのでは？と世間からの猛烈なバッシングがあった際に、首謀者である大阪さんは逃亡を測りましたよね。

申し訳無いですが、この人の行動は感情的なモノで芯の無いパフォーマンスでしか無いと思いました。",
42,そんなに非難されていたのか？スポーツもそうだけど娯楽なんて平和な世の中でないと成り立ちにくいものでしょ。平和な世の中を求めるのに政治もスポーツもないよね。あらゆる手段を使って平和をつかみ取る。それでいいのでは？,
43,"スポーツくらいは人種や国境や宗教を忘れて楽しみたいというのはもう古い考えなんでしょうね
これからはスポーツ選手も己のポリシーを発信していく時代なんでしょうか
尖閣問題に抗議して中国人選手との試合をボイコットする日本人選手とか見たくないなぁ
面倒な時代になったものです",
44,"「黒人ならば日本人ではない」とか「スポーツに政治を持ち込むな」とか、そんなコメント見たことない。
あるのかもしれないけど、少なくとも主流の見解じゃないと思う。
そういうコメントに対する批判が、たぶん日本は欧米と比べて少ないんだろうなとは思う。
だけど、そんなこと言う奴の方がマイナーでしょう。",
45,"スポーツに政治を持ち込むなってのもあるけれど、差別抗議で試合ボイコットして何になるんだろう？って思う。

コロナで経済止まれば、経済的弱者ほど被害を被る様に、試合ボイコットして大会に損失でれば、最終的に最も被害を受けるのは、試合運営に非正規で雇われているスタッフだろう。

デモが暴徒化して大統領が、デモはテロだって言っちゃってるし。
香港のデモの暴徒化と同じ状態。

もう暴力と暴力のぶつかり合いだから、現状を清算する圧倒的な暴力か、とりあえずブームが去って一時的な鎮火か。",
46,ただ単純に、棄権するのはプロ意識にかけるということです。大会運営、スポンサー、お金を払って見に来るお客さんに億万長者が上から目線でデモをするのはなにか履き違えている。,
47,ネットではあまり叩かれていたって印象はなかった気がする、周りの影響とかが大きいのではないかな、とくに身近な彼氏とかは大きいよね、でも自分の意思と言葉で発したなら誰がなんと言おうと関係ない、意思の強さがプレーにも出たらもっといいね。,
48,すさまじい非難など怒っていない。話題作りしたいのだろうがありもしないことを事実のように語るのは、記事のねつ造であり、デマの流布になる。文春は反省して記事を撤回するべきでしょう。,
49,個人的には数年前と比べ、色々と彼女を取り巻く環境も変わった事だし、ここ最近は日本語も聞かなくなったから「まあ、お好きにどうぞ」ってとこかな。,
50,"多くの日本人は大阪の発言と行動について理解を示していますよ
しかし日本のマスコミは誰も知らないごく少数の意見をどこからか短時間で発掘して見つけ出してくる
いつもながらすごい行動力だなあ、と思います",
51,日本では大阪選手に凄いバッシングが起きていると書かれていますが、この人の事なんてどうでもよいと思う方はイイネをお願い致します,
52,"肌の色が何色だろうが、考え方が違う人間には共感できない。
いくらアメリカだろうといきなり警官に打たれるわけは無いと思う。必ずそこに至るなんらかのプロセスがあるはず、そのことがハッキリしないのに共感するってアホとしか思えない。
肌の色が同じって理由で大陸の人間に共感は、絶対しない。",
53,"別に持ち込むなとは言わないけど、発信するならプライベートに徹底するべきだろうな。
金を払ってテニスを見に来ている観客は大坂なおみの素晴らしいプレーが見たいのであって、いちいち何かに抗議活動をするプロプレイヤーを見たいわけではないのは大坂も理解しないといけない。",
54,"大阪選手の、あの抗議はちょっと的はずれかな？

冷静な判断が出来る外側からの視点で見れば

銃社会で、あの動きは警官も撃ってしまうと思う",
55,この記事に全く賛成です。この記事で、文春オンラインを見直しました。大坂なおみ選手も、信念に基づいて、これからも是非頑張って欲しい。,
