,comment,info
0,結局最後に日本を非難したいだけ？失言大臣の一言を鬼の首でも取ったように見出しにして。この筆者どんな人物なのかなと検索してもよくわからなく無名。記事にイギリス在住とあるが、海外にいながら日本ディスカウントを生業とする日本人なんでしょうか。こういう輩のせいで日本への誤解が生まれる本当に迷惑。,url: https://news.yahoo.co.jp/articles/28996e71a4f852d60275f6b14b8d8dbcad096fb5/comments?page=3&t=t&order=recommended
1,"シリア難民等の受け入れをしたEUの惨状を見ると、理念先行で
強行しても、軋轢が生じているのが現実ではないでしょうか。

日本国内においてもマイノリティは存在しますが、国籍上
日本人ではないグレーな存在のままでいるいう選択を自ら
取っていることと、川崎のヘイト条例をみてわかるように
残念ながらノイジーマイノリティ化している側面があるので
心情的にBLMの対象として国民の賛同は得るのは難しいの
ではないでしょうか。",comment num: 
2,"誇り高い“大英帝国”も、自分たちの植民地主義の誤りを認めたが、日本が己の過ちをきちんと認め行動に移せるのはいったいいつになるのだろうか。

結局は最後のこの文章に持って行きたかったわけでクソ長い前文に読まされた。ぶっちゃけ英国は中東問題やロヒンギャを始め過去の多々ある問題に対して真摯に対応していると思えないけどね。左翼特有の極論で日本を下げる",
3,口の悪い大臣を擁護するわけではないが、一つの発言で差別を決められるほど単純なものではないよ。確かに単一民族と思っている人は日本には多いと思う、だけどその人たちが差別的な人かといえばそうでもない。優しくだれとでも人とつきあい、国際色豊かな人もいる。悪意はなく、ただ割合的に多いだろうということで大雑把に答えている人もいるだろう。人種的にそれ以外は日本人とは認めない！と思っている人なんてほとんどいないんじゃないかな。逆に、リベラル？という人でも差別的な人もいる。多民族だと思っていても差別する人もいる。人の本音は意外とわからないよ。,
4,日本はダメな国で、イギリスは理想の素晴らしいだって言いたいのね。そうかな～？？それぞれの国に、いい面もあれば悪い面もある。総合的には、日本はいい国だと思うよ。,
5,"イギリスは白人社会で奴隷制の張本人だけど、日本は関係ない。
むしろ今のアメリカ見たらアジアン全体が黒人からの暴力差別にさらされてる被害者の立場ですよ。
それにリベラルは白人至上主義者に対抗するあまり黒人至上主義者化してる。黒人を優遇する為にアジアンに不公平な大学受験させたり、アジアンが黒人からの差別に声をあげると「黒人が血を流してる時に他の差別の話をするのは黒人差別」とか言ってアジアンの声を封殺しやがった。

黒人やリベラルから差別を受けるアジアンからしたら、白人至上主義者の方がリベラルより公平だったりするからね。",
6,財務大臣のアタマが古いのは誰にとっても明らか。それをもって「日本」とする記事が偏っているだけだと思います。しかし、世の中には敢えて偏った記事を書いて、とにかく日本を非難したくてしょうがない勢力が実際にいるんですよね…。,
7,はあ？イギリスのロンドンは49.5%がもはや移民で、生まれてくる子供の氏名、一位はムハンマドですよ？ムハンマドって、何処の名前でしたっけ？いい加減にしてください。,
8,イギリスの移民たちがイギリス政府や社会が立派なんて全然思っていないよ。　日本と比べて何かいいなんてことはなく、この記事を書いた人の妄想です。,
9,"＞日本は単一民族」
個人的にこの言葉は差別的かなぁと思ってしまう。
日本はもともと全体主義思想が強く、何か大きな問題が起こったとしても、互いが忖度しあい、我慢することができる。
欧米では、こういう主義を時代遅れだと吹聴していたが、東北大地震や、コロナの対応みても世界各国からは賞賛されている。コロナに関しては都市封鎖してもないのにデータ見れば一目瞭然だ。
多民族国家は文化、言語、人種、それに過去の歴史が重なれば、対立が起こるのは当然だ。
昔の白人による暴挙が、今になってしわ寄せがくるっというのも皮肉なものだ。",
10,結局最後に日本を非難したいだけ？失言大臣の一言を鬼の首でも取ったように見出しにして。この筆者どんな人物なのかなと検索してもよくわからなく無名。記事にイギリス在住とあるが、海外にいながら日本ディスカウントを生業とする日本人なんでしょうか。こういう輩のせいで日本への誤解が生まれる本当に迷惑。,
11,"シリア難民等の受け入れをしたEUの惨状を見ると、理念先行で
強行しても、軋轢が生じているのが現実ではないでしょうか。

日本国内においてもマイノリティは存在しますが、国籍上
日本人ではないグレーな存在のままでいるいう選択を自ら
取っていることと、川崎のヘイト条例をみてわかるように
残念ながらノイジーマイノリティ化している側面があるので
心情的にBLMの対象として国民の賛同は得るのは難しいの
ではないでしょうか。",
12,"誇り高い“大英帝国”も、自分たちの植民地主義の誤りを認めたが、日本が己の過ちをきちんと認め行動に移せるのはいったいいつになるのだろうか。

結局は最後のこの文章に持って行きたかったわけでクソ長い前文に読まされた。ぶっちゃけ英国は中東問題やロヒンギャを始め過去の多々ある問題に対して真摯に対応していると思えないけどね。左翼特有の極論で日本を下げる",
