,comment,info
0,"別にアスリートが社会問題に抗議の意思を示すことは悪いことではないし、むしろ良いことである場合も多い。マスクTシャツ多いに結構。でも、その方法が本業である試合のボイコットという話になると、特にテニスのような個人の対戦競技だと、自分の主張のために対戦相手のキャリアに大きな影響を与えることになるから、慎重に考えるべきだと思う
。",url: https://news.yahoo.co.jp/articles/88ff2b096396e57d20b3a8a7a319d72c71a3a73f/comments?page=19&t=t&order=recommended
1,"色々な意見があって良いと思う
個人的にはコートに持ち込まなければいいんじゃない、と思うよ
ただ、なんでもかんでも思ったことを口走るのではなく、自分の影響力を考えた上で行動してほしいなとは思う",comment num: 197
2,"「アスリートは政治的に関わるな、ただ楽しませればよいという意見が大嫌い。」
この意見はごもっともだと思うが、スポーツの場に政治的な表現を持ち出すのは違うと思う
政治的な活動はテニスとは切り分けて行って欲しい",
3,残念に思うのは日本人対決にもかかわらず大坂なおみさんをあたかも正義の味方のように取り上げるメディアの姿勢だ、土居さん立場にも立って欲しい。スポーツとは分けて報道するべき、人権問題は大切だがせめて日本人対決ならば平等に扱って欲しい。,
4,「アスリートは政治的に関わるな、ただ楽しませればよいという意見が大嫌い。」っていう意味の捉え方がおかしい。だからと言ってコート上に持ち込むのはサッカーで韓国が竹島アピールしたのと同じ。対象がなんであれ政治をスポーツの中に持ち込むのはダメだと思う。,
5,"人種差別への抗議行動は間違ってない。

でも自身の社会への影響力を意識しているのならば、単なる主張だけでなく、BLM運動がきちんと理解され他人種にも広く受け入れられるような正しい方向へ進むようにして行くことが必要なのでは？

今の状況は文革における愛国無罪と同様の「BLM無罪」で、権利を主張するばかりでかえって反感を招き、分断と憎悪を生むだけではないかな。結局自分たちさえ良けりゃいいのか、と。

彼らの中からそういう主張が殆ど聞かれないのが不可解",
6,"別にアスリートが政治に絡んでも良いと思う。
ただ、それはコートの外での話。
前の大会みたいにボイコットしたり、日程変更されたら翻したりは違うと思う。

試合に関係ない所で発言したりするのは自由だし、ルールで許容されている中で抗議の姿勢を示すのは良い。例えばユニフォームとか。

今の人種差別を理由にすれば何をしても良いという風潮は好きではない。",
7,"政治云々というより...
準々決勝勝利→準決勝は抗議の為棄権します→準決勝は不戦敗
となるでしょ...
いくら準々決勝の相手が自分よりランクが低かろうが、負けた相手の心情を考えると、誉められた行為じゃないでしょ。",
8,"アスリートだっ目政治的な発言は多いにしてもらっていい。人間なのだから。だけど、発言なら構わないが、大会や、参加している団体を巻き込んでまで活動するのはだめでしょ。
あなたは、抗議のつもりかもしれないけど他の選手にとってみたら、今まで練習してきて明日大一番というときにあなたたちのような行動が他のアスリートのモチベーションだったりに影響するんだよ。
そういうのをスポーツ会に持ち込んだらだめでしょ。フェアでなくなるよ。あなたは抗議してスッキリかもしれないけど、試合を延ばされた方はたまったもんじゃないよ。
抗議の仕方は間違ってると思う。",
9,抗議はいいと思う。が、試合会場でそんなマスクする必要がないのでは？対戦相手もいて迷惑かける可能性あるし、大会スポンサーもいる、全世界に放映される。他人への影響や迷惑も考えるべき。本当に抗議したいなら、試合会場以外でも、プライベートでもあのマスクつけるべき。,
10,"別にアスリートが社会問題に抗議の意思を示すことは悪いことではないし、むしろ良いことである場合も多い。マスクTシャツ多いに結構。でも、その方法が本業である試合のボイコットという話になると、特にテニスのような個人の対戦競技だと、自分の主張のために対戦相手のキャリアに大きな影響を与えることになるから、慎重に考えるべきだと思う
。",
11,"色々な意見があって良いと思う
個人的にはコートに持ち込まなければいいんじゃない、と思うよ
ただ、なんでもかんでも思ったことを口走るのではなく、自分の影響力を考えた上で行動してほしいなとは思う",
12,"「アスリートは政治的に関わるな、ただ楽しませればよいという意見が大嫌い。」
この意見はごもっともだと思うが、スポーツの場に政治的な表現を持ち出すのは違うと思う
政治的な活動はテニスとは切り分けて行って欲しい",
13,残念に思うのは日本人対決にもかかわらず大坂なおみさんをあたかも正義の味方のように取り上げるメディアの姿勢だ、土居さん立場にも立って欲しい。スポーツとは分けて報道するべき、人権問題は大切だがせめて日本人対決ならば平等に扱って欲しい。,
14,「アスリートは政治的に関わるな、ただ楽しませればよいという意見が大嫌い。」っていう意味の捉え方がおかしい。だからと言ってコート上に持ち込むのはサッカーで韓国が竹島アピールしたのと同じ。対象がなんであれ政治をスポーツの中に持ち込むのはダメだと思う。,
15,"人種差別への抗議行動は間違ってない。

でも自身の社会への影響力を意識しているのならば、単なる主張だけでなく、BLM運動がきちんと理解され他人種にも広く受け入れられるような正しい方向へ進むようにして行くことが必要なのでは？

今の状況は文革における愛国無罪と同様の「BLM無罪」で、権利を主張するばかりでかえって反感を招き、分断と憎悪を生むだけではないかな。結局自分たちさえ良けりゃいいのか、と。

彼らの中からそういう主張が殆ど聞かれないのが不可解",
16,"別にアスリートが政治に絡んでも良いと思う。
ただ、それはコートの外での話。
前の大会みたいにボイコットしたり、日程変更されたら翻したりは違うと思う。

試合に関係ない所で発言したりするのは自由だし、ルールで許容されている中で抗議の姿勢を示すのは良い。例えばユニフォームとか。

今の人種差別を理由にすれば何をしても良いという風潮は好きではない。",
17,"政治云々というより...
準々決勝勝利→準決勝は抗議の為棄権します→準決勝は不戦敗
となるでしょ...
いくら準々決勝の相手が自分よりランクが低かろうが、負けた相手の心情を考えると、誉められた行為じゃないでしょ。",
18,"アスリートだっ目政治的な発言は多いにしてもらっていい。人間なのだから。だけど、発言なら構わないが、大会や、参加している団体を巻き込んでまで活動するのはだめでしょ。
あなたは、抗議のつもりかもしれないけど他の選手にとってみたら、今まで練習してきて明日大一番というときにあなたたちのような行動が他のアスリートのモチベーションだったりに影響するんだよ。
そういうのをスポーツ会に持ち込んだらだめでしょ。フェアでなくなるよ。あなたは抗議してスッキリかもしれないけど、試合を延ばされた方はたまったもんじゃないよ。
抗議の仕方は間違ってると思う。",
19,抗議はいいと思う。が、試合会場でそんなマスクする必要がないのでは？対戦相手もいて迷惑かける可能性あるし、大会スポンサーもいる、全世界に放映される。他人への影響や迷惑も考えるべき。本当に抗議したいなら、試合会場以外でも、プライベートでもあのマスクつけるべき。,
20,この国は差別問題ばかりが騒がれるが、毎年76万の子供が行方不明になってる件の方がはるかに深刻だと思うんだけどほとんど報道されないね…。,
21,「BLACK LIVES MATTER」の翻訳は（黒人の命は大切だ）であるべき。（黒人の命【も】大切だ）と訳してしまうとそのニュアンスは全く別なものになってしまう。「BLACK LIVES MATTER」という文章のどこに【も】の意味合いが含まれるのか。,
