,comment,info
0,"＞自分の経験に関する話題になると、メーガン妃の感情がその仕草に明確に表れる

まあ、専門家が指摘するまでもなく、これは誰でもそうでしょう。それはさておき、ネットで批判されていることへ「苦悩」を感じていることはわかりました。問題は、なぜここまで批判されているかご本人が理解しているかですね。",url: https://news.yahoo.co.jp/articles/fd89c81698269f96beb3622a008b1cc055eac485/comments?page=5&t=t&order=recommended
1,王室引退したなら妃とか要らないのでは、この人の場合は何がしたいのか解らないんですよね。一般人になりたいなら、メディアとかに出なきゃ良いのにと思うけど、そして非難されるの繰り返しだしね。,comment num: 55
2,"ボディランゲージが本当に彼女の中の苦悩を表しているのかどうかはわからないけど、
それが本当に苦悩を表しているのだとしたら
「なんでみんな私の素晴らしさがわからないの？こんなに努力してるのに！」という
高い自己評価に対する、世間一般の認識とのギャップによる苦悩でしょう。

自分を正当に評価できないと、苦悩するんですよね。

冷静に自分を見つめる鏡が曇っているのか
ゆがんでいるのか、割れているのか。。。",
3,"まばたきが不自然に感じる瞬間はありましたが、苦悩さの表れなのかは微妙。

発言が問題になっていますから、答えたくない質問に動揺しただけかと。

彼女はストレスを感じる側ではなく与える側。",
4,"口をすぼめたり、瞬きが多かったり、目がキョロキョロしたり、腕をブンブン振り回したり。
この人の癖です。
内容が薄いのもあるけど、動きがうっとおしくて見てて内容が入ってこないんですよ。
オーバーリアクションなのはいつもの事。
悪口だって叩かれたって、さほど気にしてないですよ。",
5,"＞しかもSNS上で自らが誹謗中傷の対象になっていることもあり、こうした質問は自らのつらい体験を呼び起こしてしまうのか。

つらい体験？w

SNSやメディアで話題になるために、利用できるもの全てを駆使してるのに、
自分の思うような反応や支持を得られないことが不満なだけでしょ。
それを、つらい体験とか言われても、正に自業自得なだけ。
結局、彼女自身の問題なのに、王室まで巻き込んで波風立てまくってる。

…一体、何をどうしたら、こんな風になるのよ？",
6,だれかオンラインで周りの反応はこう言われている、どう思うのかと直接きいて欲しい。聞くだけでなく、突っ込んでほしい。言い訳に対し、とことん突っ込み黙らせて欲しい。誰からも相手にされてないことをわからせ、恥ずかしい思いすればいい。,
7,"> 「口をすくめ、まばたきの速度が増した」

苦悩じゃなく、不満の現れ。
ＳＮＳで何故批判されるかといえば、材料をどんどんメーガン氏が自分で追加していくからです。

ここまででもわかるように、
メーガン氏が批判されても、ヘンリー氏への批判自体は実は全然ない。
ヘンリー氏への批判というのは、どれもメーガン氏の行動によるとばっちりだけです。

これだけで答え出てるのに。
どうみてもメーガン氏は確信犯で地雷をセットしに行った上で踏み抜いている。

・女王のクリスマスの誘いを蹴ってヘンリー氏を誘ってカナダへ
・ユージェニー王女の結婚式という彼女最大の晴れ舞台を妊娠発表で台無しにする
・キャサリン妃の誕生日前日に王室離脱発表

もっとあるけど、これだけでも炎上の自覚なしにやってるわけがない。

誹謗中傷の対象になってるというけど、メーガン氏には多くても義姉のキャサリン妃には少ないでしょ。",
8,"好き勝手して自分で自分の首を絞めている人
なのに、「苦悩」っておかしいですね。

瞬きが多かったり忙しなく動いたりするのは元々の個性もあるのかもしれないけど、
スピーチや対談の前に気付けに何か飲んで
テンション上げてるのか？とも思う程に
落ち着きが無いですね。",
9,"苦悩。

これまでのメーガンの行動、発言でどれだけの人が、
いわれのないマスコミに晒されて困惑、苦悩していることか。

特にメーガンに関わった方々の中にはメーガンの策略によって、
苦悩、怒り、失望しかないでしょう。",
10,"＞自分の経験に関する話題になると、メーガン妃の感情がその仕草に明確に表れる

まあ、専門家が指摘するまでもなく、これは誰でもそうでしょう。それはさておき、ネットで批判されていることへ「苦悩」を感じていることはわかりました。問題は、なぜここまで批判されているかご本人が理解しているかですね。",
11,王室引退したなら妃とか要らないのでは、この人の場合は何がしたいのか解らないんですよね。一般人になりたいなら、メディアとかに出なきゃ良いのにと思うけど、そして非難されるの繰り返しだしね。,
12,"ボディランゲージが本当に彼女の中の苦悩を表しているのかどうかはわからないけど、
それが本当に苦悩を表しているのだとしたら
「なんでみんな私の素晴らしさがわからないの？こんなに努力してるのに！」という
高い自己評価に対する、世間一般の認識とのギャップによる苦悩でしょう。

自分を正当に評価できないと、苦悩するんですよね。

冷静に自分を見つめる鏡が曇っているのか
ゆがんでいるのか、割れているのか。。。",
13,"まばたきが不自然に感じる瞬間はありましたが、苦悩さの表れなのかは微妙。

発言が問題になっていますから、答えたくない質問に動揺しただけかと。

彼女はストレスを感じる側ではなく与える側。",
14,"口をすぼめたり、瞬きが多かったり、目がキョロキョロしたり、腕をブンブン振り回したり。
この人の癖です。
内容が薄いのもあるけど、動きがうっとおしくて見てて内容が入ってこないんですよ。
オーバーリアクションなのはいつもの事。
悪口だって叩かれたって、さほど気にしてないですよ。",
15,"＞しかもSNS上で自らが誹謗中傷の対象になっていることもあり、こうした質問は自らのつらい体験を呼び起こしてしまうのか。

つらい体験？w

SNSやメディアで話題になるために、利用できるもの全てを駆使してるのに、
自分の思うような反応や支持を得られないことが不満なだけでしょ。
それを、つらい体験とか言われても、正に自業自得なだけ。
結局、彼女自身の問題なのに、王室まで巻き込んで波風立てまくってる。

…一体、何をどうしたら、こんな風になるのよ？",
16,だれかオンラインで周りの反応はこう言われている、どう思うのかと直接きいて欲しい。聞くだけでなく、突っ込んでほしい。言い訳に対し、とことん突っ込み黙らせて欲しい。誰からも相手にされてないことをわからせ、恥ずかしい思いすればいい。,
17,"> 「口をすくめ、まばたきの速度が増した」

苦悩じゃなく、不満の現れ。
ＳＮＳで何故批判されるかといえば、材料をどんどんメーガン氏が自分で追加していくからです。

ここまででもわかるように、
メーガン氏が批判されても、ヘンリー氏への批判自体は実は全然ない。
ヘンリー氏への批判というのは、どれもメーガン氏の行動によるとばっちりだけです。

これだけで答え出てるのに。
どうみてもメーガン氏は確信犯で地雷をセットしに行った上で踏み抜いている。

・女王のクリスマスの誘いを蹴ってヘンリー氏を誘ってカナダへ
・ユージェニー王女の結婚式という彼女最大の晴れ舞台を妊娠発表で台無しにする
・キャサリン妃の誕生日前日に王室離脱発表

もっとあるけど、これだけでも炎上の自覚なしにやってるわけがない。

誹謗中傷の対象になってるというけど、メーガン氏には多くても義姉のキャサリン妃には少ないでしょ。",
18,"好き勝手して自分で自分の首を絞めている人
なのに、「苦悩」っておかしいですね。

瞬きが多かったり忙しなく動いたりするのは元々の個性もあるのかもしれないけど、
スピーチや対談の前に気付けに何か飲んで
テンション上げてるのか？とも思う程に
落ち着きが無いですね。",
19,"苦悩。

これまでのメーガンの行動、発言でどれだけの人が、
いわれのないマスコミに晒されて困惑、苦悩していることか。

特にメーガンに関わった方々の中にはメーガンの策略によって、
苦悩、怒り、失望しかないでしょう。",
20,"何でそうなったのかを考えもしないで
自分以外に責任転嫁ばかりしていたら
あなたが毎度声高く鼓舞してしている
変化や進歩は望めません。",
21,"誰しも自分が可愛いわけで、メーガンさんも批判されれば苦しむだろうし、苦しんでいると世間アピールもしたいのだろうと思うけれど、女優としては、どんな内容でも反射的に言っていることに合った感情を込めた(ように見える)ジェスチャーはすると思います。

いずれにしても、メーガンの1番のターゲットにされたキャサリン妃もまた、誕生日前夜の離脱インスタ宣言や、その後のメディアを通じたウィリアム夫婦への攻撃や、メーガンが協力した暴露本の言いたい放題で、苦しんだと思うし、それは目や口の動きとかいちいち見なくてもわかること。",
22,"自分に批判的なSNSに対しては誰も嫌です。それは当たり前の事。メーガンは、なぜこんなに自分が批判されるのかわからない。知らない人からは可哀相なメーガンと同情される様な内容ですが、メーガン支持者以外は批判される原因を知っている。
ところで、SNSを見る人は中毒者なので、自分は見ないと言っていませんでしたか？",
23,何かを変えるにはやはり自身の痛みとか苦悩が伴うものではあると思う。でも、イギリスの王室が名一杯要求に答えてるのに気が付かないと。自分が動いたことに寄ってイギリス国民をも傷つけたのを忘れてはいけない。,
24,"イギリス王室の歴史を知っていれば、女王や王族たちの公務の意義を理解出来たと思います。またタブロイドに追いかけられても、夫婦や子どもたちも含めた家族の姿を国民に見せることが、夫婦、家族として国民の手本となり、国家の安定、繁栄に繋がっているから、ある程度の露出はやむを得ないと理解出来たはず。
黒人とのミックス、かつアメリカ人のメーガンを迎え入れたのは、王室として、過去の奴隷貿易の贖罪の意味もあり、メーガン自身の人物としてどうかを見極めることは出来なかった。
上手く利用すれば、有色人種の地位向上にも寄与出来、英米の関係にも影響を与えられたのに、そこは浅はかな知識しかないメーガン、ハノーファー朝から脈々と続く現王室の歴史を無視して急ぎ過ぎた。
メーガンは女性の地位向上云々偉そうに説くが、イギリスでは女王の時代に国が栄えると言われていたり、サッチャーしかり、メイ首相しかり、女性の政治家だっている。",
25,今までのメーガンの行動や言動が､自分手で我が儘にしか､見えない️それが､どれだけ､王室や世界中では､どんなに､傷付けたか､怒りを買ったか､深く､考える事だよね️許されるものでは､無いよね️自業自得としか、言えない️大人しく、表舞台から消えるべきです️,
26,"必要以上にSNSの内容を気にしすぎているのでしょうね。
人にどう見られているかを非常に気にするし、すぐ被害者意識で考えて、自分の良い方に立て直そうする。
誹謗中傷等よくあることで有名税のようなものとも例えられる。
やり過ごせば、そのうち消滅する。
どうしても繰り返しやるアカウントの主をチェックして法に介入して貰えばいい。
自分が正義だと思っている人はスルーできないだろうね。
メーガンさんは典型だから。
パパラッチに関してはお互いに利用しているふしがあるしね。",
27,"この動画見たけど、メーガンがしゃべっている間のハリーの様子がとっても気になる。
最近2人で出演したもの全部共通なんだけど、ハリーがずっと落ち着かない様子で服を触ったり、腰かけ直したり、視線もあちらこちらにいっている。
メーガンの話を同意しながら聴いているというよりは、早く終わらないかなと思っているようにも見えるし、何かしら自分の意見を付け加えたい時があってもメーガンが話しているから我慢して飲み込んでいるようにも見える。
専門家さん、ハリーの様子の方を分析してほしいなぁ。",
28,"本人は緊張しているような見えるけど称号を放棄するべきです。

国民から批判されてもメーガンは「自分の経験があるので国民のために支援したい」って言いながら放送する必要があるのかしら？

共通されるだろうけどメーガンが間違えていると思います。

普通は自分の経験があるので放送する必要がないと思います。

....こんな放送すると苦悩になるでしょう。

当たり前なことです。

耐える？こんな無理ですよ。

メーガンは理解すると思われているかしら？

やっぱり無理していると思いますね。",
29,自分で撒いた種・・・でしょう。,
30,"彼女の場合、全て自分の行動が招いたこと。
不満って、、、ソレ、あなたの周りのセリフですよ。",
31,ボディランゲージが表しているのは「苦悩」ではなくて、下手な演技だと思うよ。,
32,"MMは自分が先に喋ってしまう。主役はハリー王子でしょうが。
髪の毛も鬱陶しい。蜘蛛の巣見たい。
身だしなみをきちんと出来ない、品が無い。",
