,comment,info
0,"他記事でもあったようにこんな人が大統領選に立候補するとか言っているんだから笑い物だよね。
何をしようが自由だが、これ以上人様に迷惑を掛けないで欲しいな。",url: https://news.yahoo.co.jp/articles/a84decc2a6711f7cd67f0ecdb1943affa6d7491a/comments?page=13&t=t&order=recommended
1,"米国大統領になれば英国王室と上回るか対等になると思ってるのでは？
米国は歴史が浅いので…伝統的な縛りがある英国では受け入れられなかったけど「私は上なのよ」という手段であれば大統領立候補するんじゃない？
実際になったら米国は終わるね",comment num: 131
2,"この人自体には何の権威もないからねぇ
英王室の影響力だけでもてはやされてるだけで
何するにしても他人の力を使うしかない",
3,VOGUEの編集もパクリ？と言われませんでしたっけ？スピーチは人の盗作かどうかの以前に、毎回抽象的過ぎて漠然としていて、伝えようというよりも、無難にカッコいいこと言おうみたいな内容が多い気がする。,
4,"この盗作の話が本当であれば、政治家を目指してるというが到底無理。ましてや大統領なんてとんでもない。
そもそもトランプより向いてないし。

あれだけ自信満々に堂々とスピーチしたけど、実は盗作だらけって、恥ずかしいよね。",
5,"また、パクリ疑惑ですか？
好きだね。
一応、大学は出てるらしいけど、お勉強ができる出来ないとは違うバカなんだと思う。
やっぱり、育ちや経験や教養って大事。
さすがのアメリカ人だってバカじゃないと思うけど、この人が大統領なんてあり得ないでしょうね。",
6,"スピーチライター雇ってないんだ。雇ってたらあんな上から目線の何か言っているようで何も言ってない抽象的なスピーチにはならないか。
この人は友人をステップアップや状況の変化の度に切ってるように見えるけど、結構中身がバレて距離置かれることもあるんだろうな。",
7,"他者からの意見やアドバイスに素直に謙虚であれば、この言葉ジョブズの言葉ですとか言えるけれど。
自分の言葉に酔いしれているメーガンには、誰かの話した言葉も自分が言ったこととして脳内で変換しているのだろう。

本番までインターネットを駆使して、過去の著名人の演説を集めまくって繋げる作業を夜通しやってたんだろうか？
笑えるわ。",
8,最終的にはどんな人も自分の言葉でないとまずいと思いますが、少なくとも公な場所で発する人は、他人の言葉を、引用でなく自分が発しているみたいに話すのは、盗作とか詐偽っぽいと思います。,
9,"よく分からないけど、PRチームが、原稿を先に読んで、盗用の疑いがある箇所をチェックしたり、しなかったのかな？

ジョブズの言葉なんて有名過ぎて、すぐにばれちゃうじゃない。

有能なPRチームを雇っても、使う人がバカだから、こういう結果になる、のいい例？",
10,"他記事でもあったようにこんな人が大統領選に立候補するとか言っているんだから笑い物だよね。
何をしようが自由だが、これ以上人様に迷惑を掛けないで欲しいな。",
11,"米国大統領になれば英国王室と上回るか対等になると思ってるのでは？
米国は歴史が浅いので…伝統的な縛りがある英国では受け入れられなかったけど「私は上なのよ」という手段であれば大統領立候補するんじゃない？
実際になったら米国は終わるね",
12,"この人自体には何の権威もないからねぇ
英王室の影響力だけでもてはやされてるだけで
何するにしても他人の力を使うしかない",
13,VOGUEの編集もパクリ？と言われませんでしたっけ？スピーチは人の盗作かどうかの以前に、毎回抽象的過ぎて漠然としていて、伝えようというよりも、無難にカッコいいこと言おうみたいな内容が多い気がする。,
14,"この盗作の話が本当であれば、政治家を目指してるというが到底無理。ましてや大統領なんてとんでもない。
そもそもトランプより向いてないし。

あれだけ自信満々に堂々とスピーチしたけど、実は盗作だらけって、恥ずかしいよね。",
15,"また、パクリ疑惑ですか？
好きだね。
一応、大学は出てるらしいけど、お勉強ができる出来ないとは違うバカなんだと思う。
やっぱり、育ちや経験や教養って大事。
さすがのアメリカ人だってバカじゃないと思うけど、この人が大統領なんてあり得ないでしょうね。",
16,"スピーチライター雇ってないんだ。雇ってたらあんな上から目線の何か言っているようで何も言ってない抽象的なスピーチにはならないか。
この人は友人をステップアップや状況の変化の度に切ってるように見えるけど、結構中身がバレて距離置かれることもあるんだろうな。",
17,"他者からの意見やアドバイスに素直に謙虚であれば、この言葉ジョブズの言葉ですとか言えるけれど。
自分の言葉に酔いしれているメーガンには、誰かの話した言葉も自分が言ったこととして脳内で変換しているのだろう。

本番までインターネットを駆使して、過去の著名人の演説を集めまくって繋げる作業を夜通しやってたんだろうか？
笑えるわ。",
18,最終的にはどんな人も自分の言葉でないとまずいと思いますが、少なくとも公な場所で発する人は、他人の言葉を、引用でなく自分が発しているみたいに話すのは、盗作とか詐偽っぽいと思います。,
19,"よく分からないけど、PRチームが、原稿を先に読んで、盗用の疑いがある箇所をチェックしたり、しなかったのかな？

ジョブズの言葉なんて有名過ぎて、すぐにばれちゃうじゃない。

有能なPRチームを雇っても、使う人がバカだから、こういう結果になる、のいい例？",
20,"英国版のVogueでしたっけ、メーガンが編集者を務めた雑誌の表紙もパクリ疑惑がありましたね。かつて女優時代に寄稿したオーストラリアの雑誌の表紙と酷似していました。
真似された女性は「もちろんとても光栄なことですが似てますね」とコメントしていましたが…",
