,comment,info
0,">将来はファーストジェントルマン

ありえない(笑)
そうやって公爵のタイトル剥奪されるのをけん制している記事ですか?
いくらなんでもMMが大統領とかなるわけがないでしょう。
口から出まかせで生きたきた自己顕示欲の強い4流女優がお直しして頑張っても、そこまでアメリカは甘くないでしょう。

来年はジャットコースターの急降下",url: https://news.yahoo.co.jp/articles/15b1aa50ba0df4474916b65e2a85793f106c36e9/comments?page=12&t=t&order=recommended
1,"メーガンはいままでどんな活動実績があったというのだろう。
ハリーと結婚し世界的に知名度を得ただけでしかないのに将来の大統領を狙うなんて人馬鹿にしないで欲しい。
ハリーとの結婚でまんまと有名セレブの仲間入りの野望は果たせたからと自信を深め高みを目指している姿は滑稽でしかない。
こんな人を担ぎ上げたらアメリカはおしまいです。
あり得ないでしょうけれど。",comment num: 
2,"心配しなくても、メーガンが大統領にはなれない。
でも立候補はおもしろいかも。メーガンのヨットガール時代のことなど暴露合戦で過去が公になってしまう可能性大。

エリザベス女王も早く見切りをつければよいと思います。
長引けば長引くだけ英国王室の品位が失墜してしまいます。",
3,"勘違いにいつ気がつくんだろうね！
貴女が大統領になろうと頑張ってもアメリカ国民は支持しないでしょう",
4,"引くぐらい過大評価してますね…メーガンは一体どんな実績があって政治活動って言ってんの？？
本当、最初に言ってたプライバシーが守られた生活したいみたいのはどこ行ったの…ダブルスタンダードすぎてヘンリーが情けなく、王室の方々には同情するけど突き放すのも大事かと。",
5,"アメリカのロイヤル……ですか。王室制度がない国で、どうやってその国のロイヤルになられるおつもりなんでしょう。しかも、その「ロイヤル」の肩書は言っちゃ何ですが「他国でのもの」「その国から剥奪されたお古」になるわけで。

そんな他国のお古と思えなくもない「ロイヤル」を担ぎ上げることに対してアメリカの国、国民……そして何より「メーガン・マークル米国大統領」がそんなことを良しとするのでしょうか。",
6,"何も言わないのは1番の罪。
この人の場合は出しゃばりで喋り過ぎ。
正直、何のお手本にもならない。
中立と品格、相手を尊重し譲る事を
学んだら良い。空気読まないのが凄い。",
7,なんでもかんでもトップを取りたいと思ってると思うけど、それを簡単に思って人に言えることが浅はかというか、バカとしかいいようがない。行動と言動が伴ってないし、嘘が多すぎるし、イギリス王室を踏み台にしてのし上がっただけで、とにかく恥ずかしいよね。日本でも議員の仕事をせずに役職だけついてるのも同じで恥ずかしい。,
8,政治活動した批判より過激派に狙われるんじゃないの？この人が前に出ると余計な争いが激化しそうで怖いですね。,
9,すべて自力でやりとげられる、あるいはやれないのを自覚し証明する意味でも、ロイヤルの地位は全てなくして、本当の一般人になるべきだと思う。,
10,">将来はファーストジェントルマン

ありえない(笑)
そうやって公爵のタイトル剥奪されるのをけん制している記事ですか?
いくらなんでもMMが大統領とかなるわけがないでしょう。
口から出まかせで生きたきた自己顕示欲の強い4流女優がお直しして頑張っても、そこまでアメリカは甘くないでしょう。

来年はジャットコースターの急降下",
11,"メーガンはいままでどんな活動実績があったというのだろう。
ハリーと結婚し世界的に知名度を得ただけでしかないのに将来の大統領を狙うなんて人馬鹿にしないで欲しい。
ハリーとの結婚でまんまと有名セレブの仲間入りの野望は果たせたからと自信を深め高みを目指している姿は滑稽でしかない。
こんな人を担ぎ上げたらアメリカはおしまいです。
あり得ないでしょうけれど。",
12,"心配しなくても、メーガンが大統領にはなれない。
でも立候補はおもしろいかも。メーガンのヨットガール時代のことなど暴露合戦で過去が公になってしまう可能性大。

エリザベス女王も早く見切りをつければよいと思います。
長引けば長引くだけ英国王室の品位が失墜してしまいます。",
13,"勘違いにいつ気がつくんだろうね！
貴女が大統領になろうと頑張ってもアメリカ国民は支持しないでしょう",
14,"引くぐらい過大評価してますね…メーガンは一体どんな実績があって政治活動って言ってんの？？
本当、最初に言ってたプライバシーが守られた生活したいみたいのはどこ行ったの…ダブルスタンダードすぎてヘンリーが情けなく、王室の方々には同情するけど突き放すのも大事かと。",
15,"アメリカのロイヤル……ですか。王室制度がない国で、どうやってその国のロイヤルになられるおつもりなんでしょう。しかも、その「ロイヤル」の肩書は言っちゃ何ですが「他国でのもの」「その国から剥奪されたお古」になるわけで。

そんな他国のお古と思えなくもない「ロイヤル」を担ぎ上げることに対してアメリカの国、国民……そして何より「メーガン・マークル米国大統領」がそんなことを良しとするのでしょうか。",
16,"何も言わないのは1番の罪。
この人の場合は出しゃばりで喋り過ぎ。
正直、何のお手本にもならない。
中立と品格、相手を尊重し譲る事を
学んだら良い。空気読まないのが凄い。",
17,なんでもかんでもトップを取りたいと思ってると思うけど、それを簡単に思って人に言えることが浅はかというか、バカとしかいいようがない。行動と言動が伴ってないし、嘘が多すぎるし、イギリス王室を踏み台にしてのし上がっただけで、とにかく恥ずかしいよね。日本でも議員の仕事をせずに役職だけついてるのも同じで恥ずかしい。,
