,comment,info
0,"＞シファー氏は、このおかげで「多くのブランドが育っています」とも語る。

どんなブランドよ？w
傲慢で自己中心的なご都合主義のブランドが育ったとして、
それが一体何のためになるのか…まさに、百害あって一利なしじゃん。

失われたフォロワーを気にしないと見せるのは、
自分たちの醜態を認めるわけにはいかないからでしょう。
無駄なプライドだけはお持ちなようで…。",url: https://news.yahoo.co.jp/articles/348c1cc09d3b40955281f69f870050bef1a87233/comments?page=5&t=t&order=recommended
1,"言い訳するのも苦しくなり「戦略的」に変更。
政治的発言をしておきながら、厳しい状況になるとだんまりですが、これも戦略なのでしょうか。

「多くのブランドが育っています」と語るシファー氏ですが、そんなものないと思いますけどね。

SNSの危険性等を語るMMさんですから、フォロワーなんて必要ないでしょ。",comment num: 56
2,"2人の戦略と言うより悪妻の戦略ですね。効果無いけど。

「現代的なアプローチ」
「自分たちの原則に従うことを強調」
って、ただの自分勝手ですよね！

一部に嫌われてるのではなく、多くの人に嫌われてるの間違い。

ニッチな人に好かれればいいって、称号ある人の言動ではありません。好き勝手なことするなら辞退するべき！",
3,"戦略的なわけないじゃん。
だから、あんな暴露本出しておいて、「私への世間の見方が変わる！」なんて言ってたくせに、発売直前には自分達は一切関係ないとかコロコロ変っちゃって。
ぜんぜん自分達の意図してるように思ってくれたり動いたりしてくれないから、イライラしてるのが見え見えの言動ばかり。
でも、去っていく者を気にしないのは事実かもね。
「わかってくれない人はいらない！」ってスタンスみたいじゃない？
メーガンは（苦笑）",
4,"共和党を阻害し、トランプ嫌いの穏健派はそれを受け入れる。

だからそういう発言がダメなんでしょう。
そもそも論でしょうに。

そうやっていつも、自分たちの都合のいいように論点をすり替えてる。",
5,"言葉に行動が伴っていないから、人はついてこないと思いますよ。
実績はあって語るならコアのファンも付くでしょうが、行動は起こしてないし、発言もその分野で著名な活動家に便乗しているだけ。
世の中で、一番、嫌われるタイプのリーダー像。
戦略だから気にしていないと言うのは、自分は見え方を一番いにしているメーガンの思考からは逸脱している。彼女は常に他人の目を気にしているように見える。
戦略ということはパフォーマンスであり、彼らの本心を隠しているので、信用も失う事にも繋がる。",
6,"▷ 大衆受けしなくとも、ある一定数の“ニッチ”なフォロワーを取り込むことが・・・

出たっ、いつもの強がり！
しかしそのスキマ産業路線はNetflix的にはどうなんでしょうか？
まあ､その“ニッチ”なフォロワーとやらが太客だといいですね。

つっぱることが二人の
たった一つの勲章",
7,"政治的な発言したらいけない立場なのに
発言したからバッシングされた。
そういうタイミングで新しいフアンができるの？もしいたら相当アブナイ輩だと思います。",
8,"＞それは一部の人々を遠ざけてしまいますが、代わって熱心でユニークなフォロワーの開拓につながります。失われたフォロワーを2人は気にしません。

そういうあり方があるのは分かりますし、それを良い悪いと言う気はありません。

が、もし本当にその路線で行くのだとしてもそのやり方でサセックス公爵夫人が目指したいらしい「ダイアナ妃を超える人気者」になれるつもりでいらっしゃるのかなあとは思います。",
9,失われるから手当たり次第に色んな事をしてるだけで何も説得力無いんやけど。,
