,comment,info
0,"歴史や文化への興味、理解と言ってることは分からないでもないけど欧米のような黒人奴隷の歴史と関係の薄い日本人相手に「日本人が侵してる罪」とか大上段に言われてもね…
それとこの間、非常に引っ掛かってるのは欧米のコロナ禍でアジア系が激しい差別に見舞われても白人も黒人も何ら問題ともしなかったこと
結局、BLMは黒人の権利主張とリベラル左翼の自己満でしかなく、広い人権意識の向上なんか眼中にないんだと自分はそう理解してる",url: https://news.yahoo.co.jp/articles/ce784463a592bc152e6d9de77fb7bd84e454feea/comments?page=12&t=t&order=recommended
1,">アフリカ系米国人たちの文化や歴史、置かれている社会問題などについてはまるで存在していないかのように関心を持とうとしないのだ。

そう言いながら、日本人の文化や歴史、置かれている社会問題に関心を持ってるの？
自分は関心もたないけど、相手には関心を持てと押し付けるのはリスペクトと程遠いと思うけど。",comment num: 129
2,"文化慣習の違いに気を配り、相手をリスペクトしろと言いますが、知らないことを責められても仕方ないのではないか、と思いますがね。
日本人に対して外国人は知らないうちに傷つけていることはあるのですから、個人的には知らないことを責めたくないし、責められたくもありません。知ることが相手への敬意とするならおたがいさまと言えます。
訴えるために法を秩序を破って良い、迷惑を被る人がいても知ったこっちゃないという考え方にはどうにも賛同しかねる部分もあって、今回のアメリカの騒ぎもどこかしら冷めた目で見てしまうところがあります。私だけかもしれませんけど。",
3,"＞歴史や文化に興味を持たない日本人が犯している罪

と、上から目線で日本人全体に説教する筆者のどこが一体歴史に詳しいのか。
ハッキリ言ってこんな「無知なお前らに教えてやる」アプローチなんて反感買うだけだし、
第一次世界大戦後のパリ講和会議で世界初の人種的差別撤廃提案したのは日本だし、
それを握りつぶしたのはアメリカだし
戦前、黒人解放の指導者として活躍するもFBIに捕らえられ歴史から消された中根中もいるし
本当に歴史を知ってたらこんな無礼で無知で一方的な独善記事書かないと思う。",
4,アメリカにいる人たちは、アジアの国々の文化や歴史をどれだけ知っていますかね。それと同じです。そこまで理解しろと強要するのは、黒人に対する逆差別です。それに、黒人差別を無くすことには賛同しますが、それに合わせるかのように略奪や破壊活動をするような運動には賛同しかねますね。相手に正しさを求めるのであれば、まずは己が正しくあらねば関係ない人ほど賛同しない。同じ穴の狢にしか映らないからね,
5,"日本は歴史的にも海外から文化を日本化して取り入れてきた
それが日本の文化であって、それを頭ごなしに否定するのは日本文化に対するリスペクトの欠如、差別とも言える
各地に歴史があるのはその通りだが、その地と関係ない地には「関係ないという歴史」がある",
6,世界中無数に存在する人種について一体どれだけ学べば良いのでしょう。日本にヒップホップが入ってきているのでその背景や文化を学べ？確かに大切ですが、私たちが学んだところでアメリカで起こっている深刻な差別問題が消える事は有りません。遠くのアジア人に説くより自国で何か活動するべきじゃないでしょうか。,
7,"筆者はテリーさんの言葉を借りて多いに持論をぶつけたようですが
これはやりすぎですね。

インストラクターがダンスを教える一方で文化的背景やマナーを
教えればいいだけではないのかな。事実テリーさんもそれに
気づいてパネルディスカッションを開催されたんでしょう。

そもそもポップカルチャーは敷居が低いものですよ。
かっこいいから真似るんじゃないでしょうか
それを真似るなら歴史勉強しろとか
多くのストリートファションや多くの音楽はほとんど
成立できないでしょ。

こうやって悪戯に敷居を高くすることに意味があるのでしょうか
テリーさんは本気でそう考えてるんでしょうかね?

海外のお土産も身につけることもできないですね
文化や歴史知りませんからね。",
8,"要するに
>●●を習ううちに●●の文化や歴史にも興味を持ち学べ。

ってことでしょ。私は、その主張はめんどくさい。それならヒップホップ教室で「文化や歴史を学んでからでないとヒップホップダンスは教えない」ってしておいて下さい。習ううちに歴史や文化にも興味を持つかどうかは人による
黒人差別も近いものがある。「黒人の問題を知らないのはけしからん！知っていて声を上げないのはけしからん！」思うのは勝手だけど、強要しないでほしい。多くの場合そういう場所では「なんて不勉強なんだ！」みたいに責められる。参加しにくいわ
差別は問題で、どうしたらなくなるんだろうねー程度は日本も考える。もしそのふわっとした態度だけで罪だっていうなら、世界のあらゆる問題の歴史を把握してないと罪だ。知らないだけでも罪だ。そんなことある？ロヒンギャ詳しく知らなかったら罪？
今タイムリーな話題を形だけまねて、他の問題を矮小化している",
9,"ルーツを知ろうとするとかそうでないかなんてそれこそ自由でしょう。
良い方は悪いかもしれんが、そもそも身近に黒人がいないから差別だ差別だと騒がれても所詮は画面の向こう側の話なんよね。

アメリカなどでは母数も多いから社会問題なんだろうけど、日本などでは圧倒的少数なんだから興味も盛り上がりも無いのは至極当然でしょう。
それでも盛り上がれって言うんなら、外国だって同和問題やらアイヌ問題やらもっと取り上げろよ、としか言えんわな。",
