,comment,info
0,"高位王族は引退したけど、王位継承順位や公爵位は保持してまだ王族のまま。
政治に関わるなら、完全に王室と縁を切ってからでないと許されないのでは。
都合のいい時だけ王室の威光や知名度を利用し、可哀想な自分を演じる時は王室を悪者にする。そんなやり方は人道に外れていると思います。",url: https://news.yahoo.co.jp/articles/408565c6dbad02ecc1b8a0226ecc479d9296f8d6/comments?page=11&t=t&order=recommended
1,"この方、客観的にみると


野心家のアメリカ人が意気揚々とイギリス王室に入ったけど、自身の意見が通らず2年足らずで離脱。

アメリカに戻ったけど、王子と息子連れていたおかげで仕事はなくても旦那実家から送金してもらい生活。

メディアを訴える際に旦那実家を守ってくれなかったと批判。

自分には影響力があると思い込み、仕事はしてないけど世界を変えたいとスピーチを始める。


こんな人身近にいたら、ただの勘違いした人として危険人物確定だな。",comment num: 118
2,"国籍問題もあるから立候補できるのかね？
出来たとしても旦那が元王室ではあるが王族であることには変わりが無いわけで格差を認めて民主党員が喜んで投票するかね？
それを喜んで投票するのは共和党だと思うけどな。
それとどちらが先かは分からないが、イギリス王室は基本的に政治介入しない方針だから、結婚してもこの思いを持っていれば事実上追放された原因の一つにもなるわな。",
3,"追い風じゃなく、迷惑なんでは？
この人色々トラブル抱えてるし。
もし政治活動に介入するようなら、本当にハリーも英王室には戻れないでしょうね。
離婚しない限り。
メーガンは1人で名だたるセレブの前に出れると思いますか？？またハリーと手繋ぎで現れ、自分はイギリス王室なんだぞってアピールするんじゃないの？",
4,"いいですねぇ　そうやってチヤホヤされて盛大に勘違いして　気が付けば裸の王様（すでにそうですけどね）だとは　一生気が付かないで終わるのでしょう。
夫がまた輪をかけて裸の王様なので　似たもの夫婦です。",
5,政治に介入するなら、早く爵位を返上してください！ そして、チャールズ皇太子からの援助も断ってから、どうぞ好きなだけ口を突っ込めばいい。裸になったMMを誰が守るのか、見ものです。,
6,『確かにここでメーガン妃がバイデン氏を支持し、その影響力を最大限に発揮して現職のトランプ大統領を打ち破れば、その存在感が大きく増すことは間違いないだろう』ネタでしょ。バイデン氏がこの人の影響力に頼る？カニエウエストも出馬して、もう何でもありですね、アメリカ大統領選。,
7,米国ではオバマゲートというのが報じられ、オバマ親族と中国との黒い関係が取り沙汰されています。さらには彼女はBLMを支持していましたがそれに乗じた暴動も中国が裏で影響を与えていると言われています。そのような状況で参戦するなら彼女も中国から色々ともらっていると見られる可能性があり、単純に性根が悪いとかそういうレベルを超えたヤバイ人になってしまいますね。,
8,"王室とか爵位っていうのは、自由と平等の例外です。
特権には義務や責任が伴い、行動も政治的発言も制限されるはずです。
自分の義務もはたさず、特権と自由の両方をふりかざすのは許されません。
この人が嫌われるのは、そういう自分勝手なところだと思いますが、分の行動は改めず、人種差別を持ち出しては被害者面するわけですから、英王室が気の毒ですね。",
9,今一度、世界の名だたる王室や名家が一同に会して、その中にポイって、この人を入れて、身の程を知らせてやりたくなるわ。いつまで英国王室にいるつもりでいるのだろう。さっさと爵位とか義父からの援助とか、スッパリ切ればいいのに。言ってることと行動が伴わないんだよな。そんな人が、政治に関わるとロクなことにならない。,
