,comment,info
0,"差別っていうか、外国人全般が苦手な人が多いんじゃない？
あーでも、亡くなった祖母は戦争を体験したこともあってか、アメリカに対して複雑な思いがあるようでした。姉が留学する時にも「何もあんな国に行かなくても」って、大反対してましたし。年配の人にはそういう背景もある気がします。

余談ですが、外国人を配偶者に持つ友人（日本人）は日本人男性のことを毛嫌いしてる。それこそ偏見と差別なんじゃないかって言うくらいにボロカスに言います。
夫が日本人の私の前でも、日本人の男なんてありえないくらいに言います。こっちからすると文化も言葉も異なる人と結婚する勇気の方がビックリなんですが…。
まあ好みは人それぞれですからね。",url: https://news.yahoo.co.jp/articles/d34faa088dd54de57f947e393113b56a761ebd73/comments?page=320&t=t&order=recommended
1,"京都でも、電車で避けられたん?びっくりやな。
大阪では、あんまりそんなのは感じへんけど、見えないところではあるんかもなぁ…
まぁ、日本でも肌の色の違いの差別はあるんやろけど、アメリカの様な命の危険になる差別は少ないんちゃうかなぁ。",comment num: 3203
2,"日本で警官がチャリンコを止めるのは差別じゃ無いぞ？
そうやって麻薬取引を取り締まったりしてるけど
別に拳銃ぶっ放したりしないだろ",
3,"日本における民族差別と、アメリカにおける人種差別はちょっと性質が違いますよね。

日本のそれは、人間としての優劣思想ではなくて、多人種・多民族国家ではないが故の、異なる外見・言葉・宗教・文化などの異質性を受け入れていけるまでの途上にある相互の無理解からくる物。

欧米のそれは、植民地支配の時代から連綿と続く白人男性社会の選民意識によるもの。
そして銃社会である事が、問題を深刻化させている気がする。",
4,"最後まで読んだがこの人がアメリカ移住した意味が最後まで分からなかった。
日本人で人種差別する人とかアメリカと比べるとごく一部だろ。
しかも多少の嫌な思いはしても、命まで取られる事はまず無いのだから日本にいた方が良いのでは？
私自身も海外在住だが、アジアなので差別とかそういうのとは無縁だけど…",
5,"高齢者に理解を求める時点でナンセンスだわ。

長い間日本人という１つの民族、人種しかいなかった島国で外国人をすんなり受け入れろってのが無理な話。

時間のかかる問題。
当然、簡単に理解を得られないことも頭に入れておくべきだと思う。

受け入れないことが＝悪に直結してしまう風潮もどうかと思う。
受け入れ難い人にはその人なりの背景があるのも事実

結局は時間をかけて互いに少しずつ歩み寄っていくしかない。
たぶん、何十年、何百年かけて解決していく問題",
6,差別というか、実際日本人ではないという差異があるからね。グローバルとか人類共生とか聞こえはいいが、文化の差異や価値観の差異は相当なものがあるのに、例えばいきなり隣に越してきた外人と価値観も何もかも分かり合って仲良くするって、多分まず無理。夫婦ならなおのこと。,
7,"差別って一概に言えないけどさ
色が白いから、黒いからで判断出来る事じゃないと思うんだよなぁ。
どちらかと言えば差別より先入観が強い時はある。
例えば中国の方はマナーない人が多いとかね。
これは完全に先入観かなと思ってる。
でも実際はマナー守って礼儀正しい中国の方もいるし、マナーのない非常識な日本人もいるから結局はどこの国でも同じなんやろなぁ。",
8,"俺自転車で止められた事2回あるぞ。
特に夜中の自転車なんか高確率で
止められるよ。
防犯登録のナンバー見て
端末入力してた。
盗んだわけでもないのに腹立たしい気持ちは分かるが、
差別とは思わないよ。",
9,"差別とそうでないものが一緒くたにされていますね。

差別でないものの最たる例は職務質問のケースで、これは特定の条件が重なれば日本人でも普通に引っかかります。
たとえば若い男性が夜中に自転車に乗っていたら高確率で声をかけられます。
これを差別と言い出したら全く職質をしないか、ご老人や女性まですべからく職質するか、という話になります。

また結婚やお付き合いに関してはグレーです。
単に差別的な人も中にはいるでしょうが、身内から反対や懸念の声が多くなるのは当然です。
文化的な違いへの心配もそうですが、地理的に離れる可能性も高くなるので出来れば避けてほしいと思う方がいても不思議ではありません。
実際に私の知り合いはそれが理由でだいぶ反対されたようです。向こうの家族に。

あと、そもそもアメリカと日本では差別の背景や内容が全く異なるので、並べるのであればもう少し整理して論じるべきだと思います。",
10,,
11,"京都でも、電車で避けられたん?びっくりやな。
大阪では、あんまりそんなのは感じへんけど、見えないところではあるんかもなぁ…
まぁ、日本でも肌の色の違いの差別はあるんやろけど、アメリカの様な命の危険になる差別は少ないんちゃうかなぁ。",
12,"日本で警官がチャリンコを止めるのは差別じゃ無いぞ？
そうやって麻薬取引を取り締まったりしてるけど
別に拳銃ぶっ放したりしないだろ",
