,comment,info
0,"やるなら徹底的に貫けばいいのに。
いつも中途半端に攻撃して、
自分の立場は手放さない。
何もかもが中途半端な人。
結局信念がないから何やっても説得力がない。",url: https://news.yahoo.co.jp/articles/133d22525806e9bd86fe9cde6d4a417a4d748097/comments?page=20&t=t&order=recommended
1,"本当にそうするとしても、ものすごい「今更」感だよ。
これまでしでかしてきたことをチャラにするのは、少々黙るくらいじゃ無理でしょ。
メーガンが変わることなんて期待してないから、取り敢えず早く誰かヘンリーを正気に戻してあげて。",comment num: 206
2,">発言を控えるのは賢明な決断と言えるだろう<

もう遅いですよ。
それに精神的に問題のある人が自分を抑えることは出来ないと思われます。
一瞬、発言を控えたとして、また直ぐに我慢が出来なくなるでしょう。

発言控えて年末はイギリスで過ごして主人のおばあ様にゴマすろうにも、もうMMの腹の内は分かっているから誰も親身にはならない筈。

そのあざとさが更に顰蹙を買う",
3,"そんな訳ない。
ヘンリー王子の立場なんか、考える筈もない。
称号剥奪がいよいよになって悪あがきしてるだけ。
称号無くなるとただの元４流女優に戻るから。",
4,"お金があるとか無いとかではなく
育った環境ってほんとに大事ですね

全ては目立ちたいお金を稼ぎたい‥としか見えません
品の欠片もない感じです

またヘンリー王子は王室を出ても王子だと思うけど
メーガンは王室を出たらただの人だから妃をつける必要は無いと思う",
5,ここまで自分が正しいと貫いてきて今更反省とかあるかなぁ。もしあるとしたらヘンリー王子のためというよりは爵位を剥奪されたくないからかなと思う。,
6,"「決定的に悪化することを危惧しているという」

「政治的発言を控える方向に向かうと思う」

「問題視されていることを実感しているはず」

「今後はこうした政治的発言を減らすと思う」

全部、レーシー氏の希望的観測でしかない。
メーガンが誰かの一言で、そんなに簡単に心を入れ替えるわけがない。",
7,"フリでも大人しくした方が得策だと踏んでるだけでしょ。

最近のメーガン
上から目線で、偉そうにご意見する事に快感を得たと思います。
そして、ロイヤルがどんだけのお金を産むか目の当たりにしたでしょ。

反省なんて、まさか。
またおいしい思いをする為に、大人しくするだけ。",
8,"ハリー可愛さに女王は絶対に称号、継承権剥奪はしないと変な自信でタカをくくってたM。
大統領選挙へ口出しでアメリカ下院議員から王室に申し入れ、イギリス国民の90%が称号、継承権剥奪しろとハリメガには厳しい風潮。
小心者でチキンのM、称号、継承権剥奪危機、チャールズの小遣い打ち切りにさすがにヤバいと思いPR会社に指示しMが反省して暴言吐かない記事をばら撒き。
Mは殊勝に反省なんか絶対しない、称号を手放したくないから表向き反省してるフリ。
散々問題発言して今更？
みみっちくロイヤルにしがみ付いてみっともないM、失っても人のせいにして吠えまくるんだろうなM。",
9,"発言を控えることは、ありません。注目されなくなちゃうから。
そんなことも分からないのね〜。",
10,"やるなら徹底的に貫けばいいのに。
いつも中途半端に攻撃して、
自分の立場は手放さない。
何もかもが中途半端な人。
結局信念がないから何やっても説得力がない。",
11,"本当にそうするとしても、ものすごい「今更」感だよ。
これまでしでかしてきたことをチャラにするのは、少々黙るくらいじゃ無理でしょ。
メーガンが変わることなんて期待してないから、取り敢えず早く誰かヘンリーを正気に戻してあげて。",
12,">発言を控えるのは賢明な決断と言えるだろう<

もう遅いですよ。
それに精神的に問題のある人が自分を抑えることは出来ないと思われます。
一瞬、発言を控えたとして、また直ぐに我慢が出来なくなるでしょう。

発言控えて年末はイギリスで過ごして主人のおばあ様にゴマすろうにも、もうMMの腹の内は分かっているから誰も親身にはならない筈。

そのあざとさが更に顰蹙を買う",
13,"そんな訳ない。
ヘンリー王子の立場なんか、考える筈もない。
称号剥奪がいよいよになって悪あがきしてるだけ。
称号無くなるとただの元４流女優に戻るから。",
14,"お金があるとか無いとかではなく
育った環境ってほんとに大事ですね

全ては目立ちたいお金を稼ぎたい‥としか見えません
品の欠片もない感じです

またヘンリー王子は王室を出ても王子だと思うけど
メーガンは王室を出たらただの人だから妃をつける必要は無いと思う",
15,ここまで自分が正しいと貫いてきて今更反省とかあるかなぁ。もしあるとしたらヘンリー王子のためというよりは爵位を剥奪されたくないからかなと思う。,
16,"「決定的に悪化することを危惧しているという」

「政治的発言を控える方向に向かうと思う」

「問題視されていることを実感しているはず」

「今後はこうした政治的発言を減らすと思う」

全部、レーシー氏の希望的観測でしかない。
メーガンが誰かの一言で、そんなに簡単に心を入れ替えるわけがない。",
17,"フリでも大人しくした方が得策だと踏んでるだけでしょ。

最近のメーガン
上から目線で、偉そうにご意見する事に快感を得たと思います。
そして、ロイヤルがどんだけのお金を産むか目の当たりにしたでしょ。

反省なんて、まさか。
またおいしい思いをする為に、大人しくするだけ。",
18,"ハリー可愛さに女王は絶対に称号、継承権剥奪はしないと変な自信でタカをくくってたM。
大統領選挙へ口出しでアメリカ下院議員から王室に申し入れ、イギリス国民の90%が称号、継承権剥奪しろとハリメガには厳しい風潮。
小心者でチキンのM、称号、継承権剥奪危機、チャールズの小遣い打ち切りにさすがにヤバいと思いPR会社に指示しMが反省して暴言吐かない記事をばら撒き。
Mは殊勝に反省なんか絶対しない、称号を手放したくないから表向き反省してるフリ。
散々問題発言して今更？
みみっちくロイヤルにしがみ付いてみっともないM、失っても人のせいにして吠えまくるんだろうなM。",
19,"発言を控えることは、ありません。注目されなくなちゃうから。
そんなことも分からないのね〜。",
20,"ヘンリーと王室の関係と言っても、家族仲を心配してではなく、お金と称号関係でしょうね。

というか、メーガンのこれまでの行動を振り返ってみてください。

この人は自分に都合のいい時だけ下手に出る。
そして欲しいものが手に入ったら、相手に砂をかける。

その繰り返し。

絶対に、またやるよ。",
21,危惧しているのは、夫の立場でなく、夫の親からもらえる収入では？,
22,"いやたぶん、査定の時期が近づいてきたからでしょ？
称号剥奪されるのが嫌だから、査定に目掛けて、ちょっとおとなしいふりをしてみせるだけ。査定が終わればまたやりたい放題ですよ。
あるいはそれまでの行状のあまりの悪さに称号剥奪されたら、おとなしくしてたのに！差別だ！！ってまた大騒ぎ。

いるよね、こういう人。",
23,"結局、タイトルは離したくないんでしょう？
自分は特権階級にいながら、それで、BLMとかやりたかったんじゃないの？Netflixだって、その手のドキュメンタリー作りたくって、あれだけの契約したんじゃなかったの？
全く偽善的で、信用ならない。",
24,"称号を維持したいからでしょうね。
公爵夫人って言われるの気に入ってるんでしょーね、アメリカでハクがつくから。
本当ミエミエの人。
でもそう考えると、全く王室と縁切る気はないね、この人。ずっと甘い汁だけ吸い尽くす気だね。フェミニストとか人種差別受けたと言いながら、ずっと貴族ではいるつもりなんだ。
困りましたね。",
25,"いよいよ爵位の剥奪が現実味を帯びてきたのか。
メ一ガンさんは、ヘンリーさんと王室との軋轢を斟酌するような人ではない。そんな彼女が発言を控えるとなれば、彼女に不利益な何かが勃発したと考えるべきだろう。
いかがわしい生まれの彼女が、生涯間違っても名乗れなかったであろう、公爵夫人という肩書きを手にした。手放したくはないだろう。もう二度と手にできないものだから。
王位継承権も失うとなれば、王子の称号を選択しなかったア一チ一君が、無冠の子供になってしまう。
普通の子供を願うヘンリーさんとは違い、ロイヤルに異常に執着しているメ一ガンさんには大きな痛手。
ヘンリーさんのためなどではなく、自分と自分の息子のための発言封印とみるべきだろう。
執拗なメ一ガンさんとこと、狙った獲物、手にした肩書きと富は、間違っても手放さない。",
