,comment,info
0,"ハリーは離脱したとはいえ､いまだ公爵の称号を持つ英国王子。その王子夫人が政治的発言をしたり選挙で投票する事を明言するなど言語道断。
英国王室は､ハリーとメーガンを早急に切るべきです。来年3月の見直しを待たずに。",url: https://news.yahoo.co.jp/articles/f0f519198eb87f2919974c5fa18cd6d16a4560da/comments?page=4&t=t&order=recommended
1,"政治的な言動をしたいなら、王室とは経済面含めて絶縁すべき。
配偶者の王子の立場を何も考慮していない。
モダンロイヤルが聞いて呆れる。
結婚前教育は何も聴いていなかったのか。",comment num: 41
2,"やはり、きっぱりと切り離すしかないですね。
とりあえず結婚で与えられた3つの爵位は無くすことでしょう。

王位継承権を外すのは簡単ではなさそう。

チャールズ皇太子からの送金は減額しても良さそうですが、宮殿の改造費を返して貰わないといけません。経済的困窮に追い込むのは良いことだと思います。自立したいんだそうですから。",
3,"＞話のなかでメーガン妃は、女性が投票することを通してもっと声をあげることの重要性を強調し、今ほどそれが求められている時はないと述べた。

そこで、ヘンリーの話持ち出す必要なくない？
女性でもないし。
ましてや、他国の王室の政治的な立場に対して、意見するなんて…。
結局、こうしてヘンリーや王室を利用してるのって、ホント最悪。
自分だけの話じゃ、話題にならない自覚はあるみたいですが。",
4,"王室が政治的に中立を保つ必要がある事も知らなかったんですか？
この人、結婚前の王室教育では優秀で覚えが良いから、女王に気に入られたと言ってましたが？何を教育されたの？何を覚えたの？",
5,"これで本当に投票でもすれば、MMを切り捨てる良い機会だと思うが…
チャールズ皇太子からの送金が無くなると困るので偉そうな事言っても実際には投票しないような気もします。とにかく金次第。投票時の夫婦の懐具合によるかもしれませんね。
暴露本の稼ぎは自分が思っていた程にはならなそうですが、昨日の記事では女優オファーに54億円なんてありましたが、そのような稼ぎがあれば自立できるので堂々と投票するんじゃないかと思う。",
6,"また義務を果たさず権利を主張してますね。
やたら政治に首を突っ込みたがっていらっしゃいますが、本当にアメリカ大統領の座を狙ってるのでしょうか",
7,"> 「例えば、私の夫（ヘンリー王子）は一度も投票したことがなく、投票する権利は特権なのではなく、本質的な権利なのだというのは興味深いことだと思います」と、彼女はコメント。

大統領と国王の違いを分かっていないのでは。
どちらも国の代表としか思ってないような気がする。
選挙、投票について語ってはいるのだけどね…。

王室(国王)が中立の立場を続ける以上、選挙には関われない。
それを理解していたらハリーさんを例にあげ投票した事が無いのがおかしいような事は言わない。

ゆくゆくはハリーさんに米国籍を取得させ、一緒に選挙活動をさせたいように思える。",
8,"この方はまだ王子と結婚してるから腐っても王室メンバーなわけで、好き放題発言することはめちゃくちゃ危険だと思う。
もう新しい家も特定されて写真が出ちゃってるし、この方がのびのびやってる事で自分の夫や子どもにいつ実害が出てもおかしくないよ…
ロイヤルとセレブは立場が全く違うってことをいい歳した女性がなぜ分からないの？",
9,"＞私の立場からすれば、人種差別が底流としてあり、間違いなく無意識の偏見があるのを見るのは新しいことではありませんが

確かに人種差別はあるよ。でもメーガンに対するそれは肌の色からではないし、自分の都合で白人になったり黒人になったりする人が言うセリフではない。

私の立場って何？笑 どんな立場なの？笑
""どこにいてもロイヤル""？そのロイヤルに恩を仇で返しておいて、よくもまあ…",
10,"ハリーは離脱したとはいえ､いまだ公爵の称号を持つ英国王子。その王子夫人が政治的発言をしたり選挙で投票する事を明言するなど言語道断。
英国王室は､ハリーとメーガンを早急に切るべきです。来年3月の見直しを待たずに。",
11,"政治的な言動をしたいなら、王室とは経済面含めて絶縁すべき。
配偶者の王子の立場を何も考慮していない。
モダンロイヤルが聞いて呆れる。
結婚前教育は何も聴いていなかったのか。",
12,"やはり、きっぱりと切り離すしかないですね。
とりあえず結婚で与えられた3つの爵位は無くすことでしょう。

王位継承権を外すのは簡単ではなさそう。

チャールズ皇太子からの送金は減額しても良さそうですが、宮殿の改造費を返して貰わないといけません。経済的困窮に追い込むのは良いことだと思います。自立したいんだそうですから。",
13,"＞話のなかでメーガン妃は、女性が投票することを通してもっと声をあげることの重要性を強調し、今ほどそれが求められている時はないと述べた。

そこで、ヘンリーの話持ち出す必要なくない？
女性でもないし。
ましてや、他国の王室の政治的な立場に対して、意見するなんて…。
結局、こうしてヘンリーや王室を利用してるのって、ホント最悪。
自分だけの話じゃ、話題にならない自覚はあるみたいですが。",
14,"王室が政治的に中立を保つ必要がある事も知らなかったんですか？
この人、結婚前の王室教育では優秀で覚えが良いから、女王に気に入られたと言ってましたが？何を教育されたの？何を覚えたの？",
15,"これで本当に投票でもすれば、MMを切り捨てる良い機会だと思うが…
チャールズ皇太子からの送金が無くなると困るので偉そうな事言っても実際には投票しないような気もします。とにかく金次第。投票時の夫婦の懐具合によるかもしれませんね。
暴露本の稼ぎは自分が思っていた程にはならなそうですが、昨日の記事では女優オファーに54億円なんてありましたが、そのような稼ぎがあれば自立できるので堂々と投票するんじゃないかと思う。",
16,"また義務を果たさず権利を主張してますね。
やたら政治に首を突っ込みたがっていらっしゃいますが、本当にアメリカ大統領の座を狙ってるのでしょうか",
