,comment,info
0,"先頭からソーシャルディスタンス無視ですか。
人種差別の問題も大切でしょうが、コロナ下の今デモをしても国民の支持を得られるとは思えない。
主催者には周りに配慮と、慎重な行動をお願いしたいです。",url: https://news.yahoo.co.jp/articles/65913251298ab5f7ed31c779bd372837818e3487/comments?page=30&t=t&order=recommended
1,"留学生が多いと、人数も集めやすいのかな。
大正時代に日本が世界に対して行った「人種差別撤廃提案」を
全く知らない人が増えているのか、誘導されているのか。

現代は、どんな活動でもデモでも、
資金源を知流べき！と、どんな行動に対しても考えるべき時代です。",comment num: 304
2,海外で流行ってるみたいだからウチらもやってみようぜ～、的なノリにしか見えないな。日本でデモやるなら香港の民主主義抑圧に反対する方が重要だと思うが。,
3,"＞「日本でも身近な問題として考えるきっかけになってほしい」と語った。

身近ではないのですが

ない問題を掘り起こして来ることはないだろ",
4,"＞「日本でも身近な問題として考えるきっかけになってほしい」と語った。

そうですか。でも今に限って言えばそれより遥かに大きな問題が身近にあるんです
そもそもコイツらの上からの発言が気に入らない",
5,アメリカでの人種差別より中国での人権弾圧のほうがより大きな問題だと思うが、アメリカの方が映像があるからインパクト大きいのかな？,
6,"何故他国の差別問題について日本国内で活動する必要が有るのか疑問でしかない。
日本国内、特に関西圏には歴史的な被差別問題が未だ残ると云うのに。

流行り廃りで余所様の問題にクビを突っ込む前に我らの足元を固める必要が有るでしょうが。",
7,"とりあえず、大事なのはわかりますがなんで今？

クラスターでても良いのかい・・・",
8,そのデモもいいけどさ、まだ同じ東アジアの台湾、香港、チベットの人権侵害を知らしめるデモしようよ？まだ日本人はそっちのほうが身近な気がする,
9,チベットやウイグルの問題には無関心なくせに、黒人差別になると急にやる気になるんですか？あなた方は黒人差別しか興味ないですか？むしろ、日本は黒人差別より同じアジアの人種差別に関心を持つべきだと思いますが。,
10,"先頭からソーシャルディスタンス無視ですか。
人種差別の問題も大切でしょうが、コロナ下の今デモをしても国民の支持を得られるとは思えない。
主催者には周りに配慮と、慎重な行動をお願いしたいです。",
11,"留学生が多いと、人数も集めやすいのかな。
大正時代に日本が世界に対して行った「人種差別撤廃提案」を
全く知らない人が増えているのか、誘導されているのか。

現代は、どんな活動でもデモでも、
資金源を知流べき！と、どんな行動に対しても考えるべき時代です。",
