,comment,info
0,"テニスコートの外では単なる感情屋。
抗議は個人的にするのは多いに結構、自由だからね。
でも、コートの上はスポーツをする場所、あんたたちの思想をぶつける場所ではない。
抗議はスポーツの壇上でするな。
この人最初は、応援していたが、やってることが幼稚すぎる。
プロなら、プロの場には個人的な思想や感情を持ち込むな。
相手にも失礼だし、そのアピールのお陰で相手選手にもイランプレッシャー書けてるのがわからんのか。
こういうスポーツ選手はプロではなく、強くなり、有名になったからということを遣い、自分の思想を押し付ける。
スポーツ選手は壇上にあがったら思想は持ち込むな。
場外でやれ。",url: https://news.yahoo.co.jp/articles/4a33ad012e0a4feafc78f1b4fe9f99c4eb5a71a2/comments?page=7&t=t&order=recommended
1,"何だか最近、特に感情的な言動が目立って、
アスリートとしてと言うよりは、一人の人間としてコートに立っているような印象を受ける。",comment num: 71
2,"差別、人種差別宗教差別コロナ差別どこにも日本にもある、だからと言ってテロデモは許せるものでは無い。
政治も人権もスポーツに持ち込まないで欲しい、観客にも対戦相手にも失礼。アピールするなら外野でやってほしい。",
3,"対戦相手にもどうなのか？
コーチが変わって以来、言動がおかしくなってきた感じがある。。。",
4,"これはかなり違和感を感じる。
プロと政治は別にして欲しい。",
5,"彼女はやるべき事の優先順位を間違えている。
抗議の前に、プロテニスプレイヤーとしての勤めではないか？
あと、報道で流されている動画の前後をみた方がいい。
まず、警察に抵抗したり、逃げたりしなければ、今回の悲劇は起きていない。",
6,"いろんな黒人の名前が騒がれているが、大概自分がそうなるようにした様な部分もあって。。。勿論黒人の命は大切だが、犯罪者を擁護するのも、それに対して何か意見をすると「あ、差別主義者！」とレッテル貼ってくるのも違うと思う。

ただ、このブリオナテイラーの事件は本当に何も関係ない女性が就寝中に警察に間違えて撃たれて死んだんだから。。。この女性は確実に被害者。撃った警察官はバケーションにいって、普通に過ごしてたけど。あれはみんな怒って当然。警察守られすぎ。",
7,"アメリカは、ほんまに銃社会やめた方がいい
銃は、一般国民が持つ武力としては大きすぎる。その武力を、国民が持ってる以上警察官も撃たれる前に打つ思考になる。
警察官も命があって死ぬのは嫌だから。
よく黒人が打たれるのは、黒人の人口が白人の半分以下にも関わらず、殺人件数が黒人の方が上という事実があるから。
かと言って、間違いで殺された方は本当に気の毒だし、許されていい事じゃないけど。
ただ、自分たちに都合のいい事ばかり言っていると批判されている側の心には響かない。
スポーツの片手間に抗議はいいけど、ただ感情的にやっていてはヘイトを買うだけで、思ったような結果は得られない。
かえって二つの人種間の溝が深まるだけ。",
8,具体的にどう改善して欲しいのだろう。ここまで頑張るなら、具体案も出してほしい。それができないなら、駄々っ子か赤ちゃんでしかない。,
9,"サーシャコーチが去って以降、ベクトルの方向がますます全方位に向いて来たな
周囲から人が居なくなっても、自分の信条があるなら是非活動を止めないでほしいわ",
10,"テニスコートの外では単なる感情屋。
抗議は個人的にするのは多いに結構、自由だからね。
でも、コートの上はスポーツをする場所、あんたたちの思想をぶつける場所ではない。
抗議はスポーツの壇上でするな。
この人最初は、応援していたが、やってることが幼稚すぎる。
プロなら、プロの場には個人的な思想や感情を持ち込むな。
相手にも失礼だし、そのアピールのお陰で相手選手にもイランプレッシャー書けてるのがわからんのか。
こういうスポーツ選手はプロではなく、強くなり、有名になったからということを遣い、自分の思想を押し付ける。
スポーツ選手は壇上にあがったら思想は持ち込むな。
場外でやれ。",
11,"何だか最近、特に感情的な言動が目立って、
アスリートとしてと言うよりは、一人の人間としてコートに立っているような印象を受ける。",
12,"差別、人種差別宗教差別コロナ差別どこにも日本にもある、だからと言ってテロデモは許せるものでは無い。
政治も人権もスポーツに持ち込まないで欲しい、観客にも対戦相手にも失礼。アピールするなら外野でやってほしい。",
13,"対戦相手にもどうなのか？
コーチが変わって以来、言動がおかしくなってきた感じがある。。。",
14,"これはかなり違和感を感じる。
プロと政治は別にして欲しい。",
15,"彼女はやるべき事の優先順位を間違えている。
抗議の前に、プロテニスプレイヤーとしての勤めではないか？
あと、報道で流されている動画の前後をみた方がいい。
まず、警察に抵抗したり、逃げたりしなければ、今回の悲劇は起きていない。",
16,"いろんな黒人の名前が騒がれているが、大概自分がそうなるようにした様な部分もあって。。。勿論黒人の命は大切だが、犯罪者を擁護するのも、それに対して何か意見をすると「あ、差別主義者！」とレッテル貼ってくるのも違うと思う。

ただ、このブリオナテイラーの事件は本当に何も関係ない女性が就寝中に警察に間違えて撃たれて死んだんだから。。。この女性は確実に被害者。撃った警察官はバケーションにいって、普通に過ごしてたけど。あれはみんな怒って当然。警察守られすぎ。",
17,"アメリカは、ほんまに銃社会やめた方がいい
銃は、一般国民が持つ武力としては大きすぎる。その武力を、国民が持ってる以上警察官も撃たれる前に打つ思考になる。
警察官も命があって死ぬのは嫌だから。
よく黒人が打たれるのは、黒人の人口が白人の半分以下にも関わらず、殺人件数が黒人の方が上という事実があるから。
かと言って、間違いで殺された方は本当に気の毒だし、許されていい事じゃないけど。
ただ、自分たちに都合のいい事ばかり言っていると批判されている側の心には響かない。
スポーツの片手間に抗議はいいけど、ただ感情的にやっていてはヘイトを買うだけで、思ったような結果は得られない。
かえって二つの人種間の溝が深まるだけ。",
18,具体的にどう改善して欲しいのだろう。ここまで頑張るなら、具体案も出してほしい。それができないなら、駄々っ子か赤ちゃんでしかない。,
19,"サーシャコーチが去って以降、ベクトルの方向がますます全方位に向いて来たな
周囲から人が居なくなっても、自分の信条があるなら是非活動を止めないでほしいわ",
20,"テニスコートの外では思う存分すればいい。
えもコートの中にそれを持ち込んだ瞬間にアスリートとしての資格はないと思う。",
21,"なんだろね

自分の影響力に気を良くしちゃった？

良いことしている自分

信念があるように見える自分

な酔ってる感じで気持ち悪いな…",
22,スポーツだけを純粋に楽しめないのかな？,
23,仕事中に人権活動する意味がわからん。あなたのプレーや誠実さ品のある行動が人種差別を無くすカギだというのに。,
24,"周りの大人にさせられてるのかな？
そもそも冷静にみたら人種差別じゃなくね？",
25,"個人的な感情や政治をコート上に持ち込むのはどうかと思う。
なんかトンチンカン。",
26,もはやスポーツ選手ではないね。政治運動家。,
27,最近わざと目立ち・・このての顔はマスクで三文の二覆われ丁度見えなくていいね。マスクと顔がはっきり見えない。,
28,アメリカではこういうのが流行ってるんですね。,
29,普通にスポーツして欲しいです。,
30,"仕事に政治、思想、宗教を持ち込むのはタブー。
社会人になると、最初に教わる不文律。",
31,なんかそのままビジネスにしていきそうで嫌。,
32,彼氏に影響されちゃう典型的なおこちゃま。,
33,"無くなった人の順番はどう選んだ？
それが差別だろ。
負けたらいつ使うんだ？",
34,テニスを尊重出来ないならアスリート止めなよ。,
35,ナイキがスポンサーだもんなぁ…,
36,"スポーツが政治とは無縁なんてそもそもありえませんからね
有名選手がその影響力を生かして政治的立場をアピールするのは素晴らしいことです
五輪憲章みたいな綺麗事じゃ世の中変わりませんよ選手たちは遠慮することなく自分が正しいと思うことをどんどんやるべき
五輪でメダルを取って竹島は日本の領土だいますぐ返せってプラカードを掲げる日本人選手がいてもいいと思います",
37,もう応援できない。したくない。,
38,"黒人差別に抗議するのは構わない。
ただ、その抗議行動に乗じて暴動•略奪行為を行う黒人に対しても抗議して欲しい。",
39,"地面に何分間も踏みつけられていた人は殺人だと思う。けどそのほかのは警察の静止を無視して車に乗り込んだりすれば撃たれるのはしょうがないと思うんだけど。
あと黒人に殺された警察官の数は？黒人が殺した一般人の数は？白人の殺した黒人の数は？警察も黒人いるのになん等々わからないことだらけ。
あとなんで抗議活動が略奪になるの？意味が分からない。",
40,自分は一人の黒人女性と言うならば、その「大坂なおみ」という生粋の日本人名を、変えてほしい。以前から名前の違和感が、著しい。,
41,"黒人が被害にあったときだけ過剰に反応するのって馬鹿げてると思わないのかな？
才能があったがために周りにチヤホヤされて世の中を知らずに育ってしまったんだろう。将来的痛い大人になるのが目に見えてるな。",
