,comment,info
0,"何度も何度もこの種の記事が載るのは
大統領選挙の民主党のプロパガンダだから？
日本のメディアは完全に反トランプだと感じる。",url: https://news.yahoo.co.jp/articles/3546892936967fa2925115e8f1fba626e6a439de/comments?page=3&t=t&order=recommended
1,"スポーツに個人が政治的主張を持ち込むのは反対だ。韓国や中国が日本戦に政治的スローガンを持ち込むのを批判出来なくなるよ。

やるなら別の場所でやって欲しい。",comment num: 38
2,7人全ての人が健全な人だったなら応援したいところですが、違いますよね‥。,
3,何かのプロパガンダでしょ？ひつこいからこのての記事いらないでしょう。不平等で理不尽な記事に皆、辟易してます。,
4,こいつもういいわ！,
5,"頑張ってください。
応援はしないけど。",
6,もうこの記事要らない。,
7,決勝辞退した方が印象に残ったでしょう でもやらない 中途半端,
8,発言力がある人間が実名で主張することに匿名の他人がとやかく言う権限はない,
9,"それにしても、なぜ何回も同じ内容が記事になるのか？

日本での論評は二分している。
しかし、それは黒人差別問題ではなく、大坂なおみ選手がテニス大会で社会運動をした行動に対してである。

よく見てほしい。
黒人差別をなくすべきだという直接的な意見はほとんどない。
ほとんどが、大坂なおみ選手の今回の行動に対しての個々の意見だ。
もちろん彼女の行動を介して黒人差別問題に言及しているとは言えなくもないが、黒人差別問題反対と直接声をあげている人は少ない。

黒人差別問題はもちろん理屈の中ではあってはならない事だとは捉えられるが、自分の身近なところ以外は感覚として受け入れられづらいのだと感じる。

日本には拉致問題、従軍慰安婦問題、同和問題。ダイバーシティ問題などの人権侵害問題が依然として存在している。",
10,"何度も何度もこの種の記事が載るのは
大統領選挙の民主党のプロパガンダだから？
日本のメディアは完全に反トランプだと感じる。",
11,"スポーツに個人が政治的主張を持ち込むのは反対だ。韓国や中国が日本戦に政治的スローガンを持ち込むのを批判出来なくなるよ。

やるなら別の場所でやって欲しい。",
12,7人全ての人が健全な人だったなら応援したいところですが、違いますよね‥。,
13,何かのプロパガンダでしょ？ひつこいからこのての記事いらないでしょう。不平等で理不尽な記事に皆、辟易してます。,
14,こいつもういいわ！,
15,"頑張ってください。
応援はしないけど。",
16,もうこの記事要らない。,
17,決勝辞退した方が印象に残ったでしょう でもやらない 中途半端,
18,発言力がある人間が実名で主張することに匿名の他人がとやかく言う権限はない,
19,"それにしても、なぜ何回も同じ内容が記事になるのか？

日本での論評は二分している。
しかし、それは黒人差別問題ではなく、大坂なおみ選手がテニス大会で社会運動をした行動に対してである。

よく見てほしい。
黒人差別をなくすべきだという直接的な意見はほとんどない。
ほとんどが、大坂なおみ選手の今回の行動に対しての個々の意見だ。
もちろん彼女の行動を介して黒人差別問題に言及しているとは言えなくもないが、黒人差別問題反対と直接声をあげている人は少ない。

黒人差別問題はもちろん理屈の中ではあってはならない事だとは捉えられるが、自分の身近なところ以外は感覚として受け入れられづらいのだと感じる。

日本には拉致問題、従軍慰安婦問題、同和問題。ダイバーシティ問題などの人権侵害問題が依然として存在している。",
20,"彼女の発信で受け取った事

主義主張は認めるが、コート外でやれば良かった。

黒人の非には触れない。
白人差別をしてる。

より分断を生んでる。

黒人は差別されてるから、法に触れようが白人への攻撃はOKである。

アスリートから活動家へ転身した。

利用できる全米は出るが、宣伝効果が得られない全仏は出ない。クレーコート苦手やし1回戦敗退はまずい。

日本人ではなくアメリカ人。

アンチが増える。

日本国籍を返上して欲しい。

以上を受け取った。",
21,"日本人を差別主義者と言った時点で、大坂自身の考える差別とやらが差別ではなく単なる被害妄想だと分かった人が多いんだよ。

そんなのをマスクに名前書いて、もし負けたらその時点で終わり。そんな軽いことなのかね。そんなに彼らの命は軽いものなのか。自分は何の被害者でも無いのに、犯罪者でもある人間を取り上げて遊ぶのもいい加減にしろってこと。",
22,"大坂なおみの勇気ある行動に対しては、世界中から大きな反響が巻き起こった。そのほとんどがポジティブなものだ。だから母国である日本でそれが繰り返し記事になるのは何ら不思議ではない。それが許せないというごく一部の狭量な者たちが、このヤフコメ界隈に集まって騒ぎ立てているだけ。ネットニュースのコメント欄が世論を反映しているとは誰も思っていない。
また反差別の主張に問題が無いのなら、国際社会が認めている大坂の行動を執拗に叩く必要はない。世界的にスポーツ界は、右だの左だのというような、つまらない政治には関わらない。だが、人種差別問題に関しては、ほぼ一貫して反対を表明している。選手、サポーターの差別行為にも総じて厳しい対応がとられる。なぜなら、人種差別こそが最もスポーツマンシップに反する所業だからだ。
差別を肯定したり、あるいは反差別の声を容認できないような人間は、そもそもスポーツと関わるべきではない。",
23,"そもそもこれらの死亡した黒人の方々は差別によって殺害されたのかって疑問があるんだけど…。
明らかに警察の不手際だったり情報の間違いだったり、黒人だから殺されたわけじゃなさそうな人もいそうだし。",
24,"テニスだけやればいい
黒人差別はなくならない
さらにひどくなる
ブラックは、東洋より上とか言ってる
つまり白人一番、黒人二番
黄色三番
大阪みなみは、日本人なのか黒人なのか
なんだかわけわからない",
25,"過剰に反応する大坂さん自身が
黒人差別してると思うのですがね。",
26,もう結構だ！日本人としてやらないで！,
27,馬鹿丸出しだな。この女。,
28,"優遇しろと？
黒人はヒスパニックやアジアを差別する。",
29,黒人のアジア差別も訴えなよ,
30,もうくどい。,
31,"なんでここまでヤフコメで嫌われているのか？不思議で仕方ない、嫌いなら無視すればいいのにわざわざ記事を開いて唾を吐きにくるのだから意味がわからない。
誰か教えてくれないか？",
32,"どれひとつとっても白人でも被害者になりえるような事件にしか
見えないのだが。被害者は全員肌の色が理由で殺されたのか？",
33,"こいつはもうそろそろいいよ
コメントすんのだるくなってきたよ
キモいし",
